uuid,Wave,Section,Row,Age,Gender,Tenure,Ovr_Sat,Team_Sat,Comm_Sat,Comm_Freq,Benefit_Sat,Benefit_Aware
3b10af9c,1,206,OO,65+,Male,21+ seasons,8,7,9,Just right,990,Unaware
9707a03c,1,291,MM,45-54,Female,11-15 season,9,3,8,Too Few,3,Aware and have NOT used/received
f35ee330,1,41,K,65+,Male,6-10 season,7,3,8,Too many,10 - Extremely satisfied,Aware and have used/received
d4207bd0,1,457,FF,55-64,Male,2-5 season,10 - Extremely satisfied,8,10 - Extremely satisfied,Just right,7,Aware and have NOT used/received
60923acd,1,5,R,45-54,Male,2-5 season,7,6,6,Just right,5,Aware and have NOT used/received
161c7c8c,1,65,U,45-54,Male,2-5 season,9,7,8,Just right,990,Unaware
df8d1228,1,266,MM,55-64,Female,2-5 season,5,8,2,Just Right,6,Aware and have NOT used/received
f9ea8ef2,1,458,JJ,35-44,Male,16-20 season,6,4,10 - Extremely satisfied,Too Few,10 - Extremely satisfied,Aware and have NOT used/received
bb9a2fff,1,478,O,Prefer not to answer,Male,6-10 season,1 - Not at all satisfied,5,9,Just right,10 - Extremely satisfied,Aware and have NOT used/received
2ac6e069,1,364,LL,65+,Female,16-20 season,7,5,5,Just Right,990,Unaware
04ea726a,1,167,K,65+,Female,21+ seasons,8,7,8,Just right,990,Unaware
98f7cca1,1,145,I,45-54,Female,16-20 season,10 - Extremely satisfied,8,5,Too Few,990,Unaware
f27d0002,1,308,N,55-64,Male,6-10 season,1 - Not at all satisfied,9,4,Too Few,990,Unaware
006c92a1,1,486,B,55-64,Male,21+ seasons,9,3,990,Just right,990,Unaware
6cfd2110,1,258,A,55-64,Male,6-10 season,3,8,4,Just right,3,Aware and have NOT used/received
1672a38b,1,447,NN,55-64,Male,11-20 season,5,5,8,Just right,990,Unaware
96413676,1,8,Y,65+,Male,21+ seasons,6,7,8,Just right,990,Unaware
e3132341,1,94,N,35-44,Female,1 season,8,10 - Extremely satisfied,7,Too Few,990,Unaware
54485c93,1,363,DD,55-64,Male,21+ seasons,3,1 - Not at all satisfied,3,Just right,990,Unaware
9cced399,1,476,W,25-34,Female,6-10 season,8,8,1 - Not at all satisfied,Too Few,990,Unaware
6a2f7b0f,1,152,W,25-34,Female,2-5 season,5,3,9,Too Few,7,Aware and have NOT used/received
33c4c90b,1,198,P,45-54,Male,16-20 season,3,9,8,Too Many,990,Aware and have used/received
5c65e90a,1,513,F,55-64,Male,2-5 season,9,7,10 - Extremely satisfied,Just right,990,Unaware
c150c615,1,426,U,55-64,Male,21+ seasons,3,4,4,Too few,10 - Extremely satisfied,Aware and have used/received
c28c60eb,1,346,S,65+,Male,11-20 season,3,2,5,Just right,7,Aware and have NOT used/received
0beaeaad,1,83,A,45-54,Male,11-20 season,9,8,10 - Extremely satisfied,Just right,3,Aware and have NOT used/received
90003cb9,1,401,A,55-64,Female,2-5 season,3,990,2,Just Right,7,Aware and have NOT used/received
c18385f9,1,112,O,55-64,Male,11-20 season,6,3,6,Just right,3,Aware and have NOT used/received
d4a783ef,1,351,LL,55-64,Male,6-10 season,9,4,7,Just Right,990,Aware and have NOT used/received
a2d5b049,1,187,R,Prefer not to answer,Prefer not to answer,21+ seasons,3,9,3,Just right,990,Unaware
2a75fc70,1,324,R,45-54,Female,6-10 season,9,1 - Not at all satisfied,10 - Extremely satisfied,Too Many,990,Unaware
37538cb2,1,86,J,55-64,Female,11-15 season,8,6,4,Too Few,10 - Extremely satisfied,Aware and have used/received
9e8f9042,1,507,GG,25-34,Male,11-15 season,7,6,10 - Extremely satisfied,Too Many,990,Unaware
c1caf239,1,59,B,65+,Female,2-5 season,7,3,6,Too Few,8,Aware and have NOT used/received
208e15dd,1,350,U,45-54,Male,2-5 season,9,990,7,Just right,990,Unaware
5d5f5c8c,1,412,R,55-64,Male,2-5 season,6,8,8,Just right,5,Aware and have NOT used/received
2effe2f0,1,38,Z,25-34,Male,6-10 season,6,10 - Extremely satisfied,8,Too Many,9,Aware and have used/received
772f31bd,1,405,D,55-64,Male,1 season,9,9,9,Too Few,9,Aware and have NOT used/received
93e59b44,1,361,D,45-54,Female,2-5 season,7,10 - Extremely satisfied,5,Too Few,990,Unaware
f7b34b40,1,59,E,45-54,Female,2-5 season,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,8,Aware and have NOT used/received
4000401c,1,370,V,35-44,Female,6-10 season,9,8,9,Too Many,990,Unaware
d178aae5,1,339,Q,25-34,Male,16-20 season,4,7,10 - Extremely satisfied,Just Right,9,Aware and have used/received
4.74E+64,1,239,HH,55-64,Male,21+ seasons,1 - Not at all satisfied,8,7,Too few,990,Unaware
2720bdd0,1,373,O,65+,Male,6-10 season,10 - Extremely satisfied,3,5,Just Right,990,Unaware
3f5f7372,1,34,E,65+,Male,21+ seasons,9,8,8,Just right,990,Unaware
e9383cf9,1,133,AA,55-64,Male,21+ seasons,9,4,9,Just right,1 - Not at all satisfied,Aware and have NOT used/received
4987f369,1,511,C,55-64,Male,11-20 season,8,8,8,Just right,990,Unaware
ce45fd5e,1,486,II,Prefer not to answer,Male,21+ seasons,3,4,1 - Not at all satisfied,Too few,9,Aware and have NOT used/received
54e1a78c,1,470,KK,35-44,Female,2-5 season,9,3,1 - Not at all satisfied,Too Few,990,Aware and have NOT used/received
046be3da,1,428,EE,65+,Female,11-15 season,7,4,5,Too Many,7,Aware and have NOT used/received
74353089,1,444,GG,45-54,Male,16-20 season,7,10 - Extremely satisfied,10 - Extremely satisfied,Too Many,990,Aware and have NOT used/received
dc1f26ff,1,268,KK,55-64,Male,11-20 season,7,4,5,Just right,5,Aware and have NOT used/received
1fe519d8,1,84,K,35-44,Female,2-5 season,10 - Extremely satisfied,1 - Not at all satisfied,1 - Not at all satisfied,Too Many,8,Aware and have used/received
fcfa4ead,1,68,X,55-64,Male,21+ seasons,9,6,990,Just right,3,Aware and have NOT used/received
0c0ccdbb,1,92,Y,55-64,Male,2-5 season,6,6,10 - Extremely satisfied,Just right,990,Unaware
4cda9c22,1,408,KK,55-64,Female,2-5 season,9,9,9,Just right,5,Aware and have NOT used/received
580ade57,1,124,AA,55-64,Male,6-10 season,5,7,4,Too Few,990,Unaware
ad5e8c91,1,70,L,65+,Male,21+ seasons,9,9,9,Just right,9,Aware and have used/received
9f6e7931,1,385,V,65+,Female,2-5 season,7,5,6,Just right,990,Unaware
aa4c6459,1,174,G,45-54,Female,11-15 season,8,4,9,Just Right,990,Unaware
6696300d,1,248,FF,45-54,Male,21+ seasons,8,10 - Extremely satisfied,10 - Extremely satisfied,Just right,3,Aware and have NOT used/received
e4f90cc4,1,131,CC,55-64,Male,6-10 season,9,5,10 - Extremely satisfied,Just right,1 - Not at all satisfied,Aware and have NOT used/received
39a573d3,1,528,J,45-54,Male,2-5 season,6,9,990,Just Right,990,Aware and have NOT used/received
d485a806,1,98,I,45-54,Female,11-15 season,9,10 - Extremely satisfied,7,Just Right,5,Aware and have NOT used/received
f3069426,1,520,X,65+,Female,16-20 season,10 - Extremely satisfied,4,5,Too Few,4,Aware and have NOT used/received
0f717513,1,536,W,55-64,Male,2-5 season,7,990,8,Too few,990,Unaware
f84bff2a,1,419,I,55-64,Male,6-10 season,9,8,8,Just right,990,Unaware
34879914,1,513,MM,35-44,Female,16-20 season,10 - Extremely satisfied,3,8,Too Few,8,Aware and have used/received
6e3d2452,1,245,BB,45-54,Male,11-20 season,3,6,8,Just right,990,Unaware
b8c242ce,1,454,MM,65+,Female,6-10 season,5,4,9,Just Right,5,Aware and have NOT used/received
01c1b98b,1,44,V,45-54,Female,16-20 season,7,990,990,Just Right,990,Unaware
d9e490aa,1,383,P,65+,Male,21+ seasons,2,5,2,Too few,990,Unaware
ad394c7c,1,371,OO,55-64,Male,2-5 season,9,9,9,Just right,990,Unaware
4f814069,1,264,P,45-54,Male,2-5 season,10 - Extremely satisfied,6,10 - Extremely satisfied,Just right,8,Aware and have NOT used/received
49b686d5,1,38,B,45-54,Male,6-10 season,8,10 - Extremely satisfied,10 - Extremely satisfied,Too Many,8,Aware and have NOT used/received
2afaa3f2,1,513,N,35-44,Female,2-5 season,3,2,9,Too Many,7,Aware and have NOT used/received
04d4d9f7,1,269,P,45-54,Male,11-20 season,7,5,6,Too few,5,Aware and have NOT used/received
d67dd45d,1,146,GG,65+,Male,21+ seasons,3,5,7,Just right,990,Unaware
6d9c2d20,1,88,Z,45-54,Female,6-10 season,6,8,8,Just right,990,Unaware
4a7776c4,1,52,T,65+,Male,21+ seasons,7,5,7,Just right,990,Unaware
64432ef3,1,313,OO,65+,Male,11-20 season,8,6,990,Just right,8,Aware and have NOT used/received
edffa44f,1,292,I,45-54,Male,11-15 season,3,7,6,Too Many,8,Aware and have used/received
56c48fce,1,458,II,55-64,Male,2-5 season,8,6,4,Too few,990,Unaware
a4c16a26,1,61,O,35-44,Male,21+ seasons,8,5,8,Just Right,7,Aware and have used/received
d37317c2,1,471,Z,65+,Male,21+ seasons,7,7,8,Just right,9,Aware and have NOT used/received
795cb1ba,1,357,S,55-64,Female,2-5 season,10 - Extremely satisfied,3,8,Just Right,990,Unaware
64522456,1,183,LL,45-54,Male,6-10 season,7,4,1 - Not at all satisfied,Too Few,5,Aware and have NOT used/received
5a0d88d9,1,68,P,45-54,Female,1 season,8,4,6,Too Few,990,Unaware
a8215b44,1,279,AA,45-54,Male,11-20 season,7,8,8,Just right,990,Unaware
7d4ba7aa,1,414,FF,45-54,Female,21+ seasons,5,4,7,Just right,990,Unaware
5cad0bd9,1,550,P,35-44,Female,6-10 season,7,10 - Extremely satisfied,8,Too Few,6,Aware and have NOT used/received
6e496df7,1,187,D,55-64,Male,21+ seasons,10 - Extremely satisfied,8,8,Just right,9,Aware and have used/received
b89420ca,1,164,OO,35-44,Male,2-5 season,10 - Extremely satisfied,5,10 - Extremely satisfied,Just right,10 - Extremely satisfied,Aware and have used/received
b764d4e6,1,39,P,65+,Male,21+ seasons,5,10 - Extremely satisfied,10 - Extremely satisfied,Just right,1 - Not at all satisfied,Aware and have NOT used/received
7f22bde7,1,352,H,45-54,Male,21+ seasons,5,990,4,Just right,6,Aware and have NOT used/received
80b7050c,1,287,OO,55-64,Male,21+ seasons,4,8,5,Just right,990,Unaware
910977d7,1,546,S,65+,Male,11-20 season,8,7,8,Just right,990,Unaware
72f12682,1,309,II,45-54,Male,6-10 season,8,7,7,Just right,3,Aware and have NOT used/received
f4a87a04,1,147,X,35-44,Female,2-5 season,9,6,3,Too Many,990,Unaware
eda130ee,1,541,BB,35-44,Male,6-10 season,6,4,3,Too few,990,Unaware
5d0f5f4f,1,424,HH,65+,Female,11-20 season,9,8,9,Just right,3,Aware and have NOT used/received
2a853379,1,364,Q,65+,Male,21+ seasons,10 - Extremely satisfied,5,990,Just right,10 - Extremely satisfied,Aware and have used/received
c3c08ead,1,275,JJ,55-64,Female,6-10 season,9,4,2,Just Right,5,Aware and have NOT used/received
3dbeaddb,1,114,OO,55-64,Prefer not to answer,6-10 season,5,1 - Not at all satisfied,8,Too few,990,Aware and have NOT used/received
5f13c32f,1,547,N,65+,Male,2-5 season,9,6,9,Just right,990,Unaware
a95f6f0e,1,84,T,55-64,Male,2-5 season,9,990,8,Just right,990,Unaware
4d2cc4a3,1,115,II,55-64,Male,11-15 season,6,4,2,Too Many,1 - Not at all satisfied,Aware and have NOT used/received
5e117b76,1,35,E,55-64,Male,21+ seasons,3,7,10 - Extremely satisfied,Just right,990,Unaware
6731bf2c,1,33,J,55-64,Male,11-15 season,5,2,3,Just Right,8,Aware and have used/received
7546a785,1,420,LL,45-54,Male,2-5 season,10 - Extremely satisfied,1 - Not at all satisfied,3,Just Right,990,Unaware
cb4333d4,1,435,E,65+,Female,11-15 season,2,8,9,Just Right,990,Unaware
3db29d8c,1,44,T,35-44,Male,16-20 season,9,9,4,Too Few,990,Unaware
e441c528,1,314,H,45-54,Female,6-10 season,9,7,1 - Not at all satisfied,Too Few,990,Unaware
8fe8df9c,1,98,S,45-54,Female,2-5 season,10 - Extremely satisfied,8,10 - Extremely satisfied,Just right,10 - Extremely satisfied,Aware and have NOT used/received
4d6d2423,1,73,P,25-34,Male,11-20 season,5,7,7,Just right,6,Aware and have NOT used/received
7508bfcb,1,92,O,55-64,Male,2-5 season,8,5,8,Just right,5,Aware and have NOT used/received
2e54d3f3,1,542,KK,55-64,Female,6-10 season,5,10 - Extremely satisfied,8,Just Right,990,Unaware
0d35cfab,1,211,P,45-54,Male,2-5 season,7,7,7,Just right,990,Unaware
2480e68b,1,294,A,45-54,Male,11-15 season,3,2,3,Too Many,990,Unaware
e7d71d3b,1,470,O,45-54,Female,6-10 season,10 - Extremely satisfied,5,9,Just Right,990,Unaware
e3ffc507,1,549,AA,45-54,Male,2-5 season,9,5,2,Too Few,990,Unaware
c8b93b23,1,9,O,65+,Male,21+ seasons,5,5,5,Just right,990,Unaware
98890805,1,33,N,65+,Male,6-10 season,8,6,990,Too Many,990,Unaware
081aa031,1,78,U,55-64,Male,6-10 season,10 - Extremely satisfied,6,10 - Extremely satisfied,Too Few,10 - Extremely satisfied,Aware and have used/received
499aa48d,1,248,HH,65+,Male,1 season,6,6,6,Too Many,990,Unaware
ce4f6413,1,4,Z,65+,Male,11-15 season,6,10 - Extremely satisfied,10 - Extremely satisfied,Too Many,990,Unaware
b88feaa8,1,517,J,45-54,Male,2-5 season,7,5,7,Too few,5,Aware and have NOT used/received
abdb3765,1,329,J,55-64,Female,21+ seasons,1 - Not at all satisfied,5,1 - Not at all satisfied,Just right,7,Aware and have NOT used/received
2da2f5c7,1,76,N,55-64,Female,2-5 season,9,5,3,Just Right,990,Unaware
f4ec97e8,1,206,M,55-64,Female,2-5 season,6,5,4,Too Many,990,Unaware
8f66efad,1,308,II,25-34,Female,16-20 season,8,7,8,Too Few,990,Unaware
7e389735,1,464,X,55-64,Male,21+ seasons,5,4,5,Just right,8,Aware and have used/received
9de8b7ab,1,96,C,65+,Male,11-20 season,1 - Not at all satisfied,5,5,Just right,6,Aware and have NOT used/received
7b70c9df,1,451,GG,65+,Male,21+ seasons,7,5,7,Just right,990,Unaware
a62ff2d3,1,81,Y,55-64,Female,11-20 season,10 - Extremely satisfied,7,9,Just right,7,Aware and have NOT used/received
c16f6f3d,1,335,H,45-54,Male,6-10 season,9,8,8,Just right,990,Aware and have NOT used/received
e89a6b88,1,127,C,65+,Male,21+ seasons,9,6,9,Just right,990,Unaware
bad374b2,1,308,KK,55-64,Female,6-10 season,7,4,2,Too Many,9,Aware and have NOT used/received
be97f75e,1,49,K,25-34,Female,16-20 season,2,2,7,Too Few,990,Unaware
4352d6e3,1,342,F,45-54,Male,6-10 season,9,8,2,Too Many,6,Aware and have NOT used/received
0c0b1508,1,117,EE,25-34,Female,11-15 season,9,4,3,Too Few,990,Unaware
231a7137,1,426,F,65+,Male,21+ seasons,8,8,9,Just right,990,Unaware
799a0a4a,1,124,V,55-64,Male,2-5 season,8,3,7,Too few,1 - Not at all satisfied,Aware and have NOT used/received
7a1c7d18,1,202,Q,55-64,Male,21+ seasons,8,7,8,Just right,7,Aware and have NOT used/received
018a25b9,1,185,W,55-64,Male,21+ seasons,8,5,5,Just right,10 - Extremely satisfied,Aware and have used/received
1e87d377,1,401,DD,45-54,Male,21+ seasons,8,7,7,Just right,990,Aware and have NOT used/received
02b29fa2,1,192,Z,35-44,Male,2-5 season,10 - Extremely satisfied,6,6,Just Right,990,Unaware
7b29c55c,1,500,HH,55-64,Female,11-20 season,5,3,3,Too few,990,Unaware
4a8fd27a,1,284,EE,45-54,Female,21+ seasons,4,3,9,Just Right,10 - Extremely satisfied,Aware and have NOT used/received
135811d2,1,108,II,45-54,Female,2-5 season,9,9,8,Just right,990,Aware and have NOT used/received
35108f69,1,526,K,55-64,Female,2-5 season,4,8,8,Too Many,8,Aware and have used/received
403d300f,1,386,Y,65+,Male,21+ seasons,7,8,8,Too few,4,Aware and have NOT used/received
c2dda5d7,1,10,E,45-54,Female,6-10 season,7,8,4,Too Many,990,Unaware
75e000e9,1,216,HH,65+,Female,11-15 season,8,9,1 - Not at all satisfied,Too Few,8,Aware and have NOT used/received
035d4e0c,1,411,Z,45-54,Male,2-5 season,9,7,5,Just right,990,Unaware
3b41f944,1,304,E,25-34,Female,21+ seasons,9,7,7,Just right,9,Aware and have NOT used/received
9b527e47,1,255,J,55-64,Male,11-15 season,10 - Extremely satisfied,5,9,Too Few,990,Unaware
589c43d4,1,253,P,55-64,Male,21+ seasons,10 - Extremely satisfied,8,10 - Extremely satisfied,Just right,8,Aware and have used/received
7647a0e5,1,70,D,55-64,Female,2-5 season,9,7,4,Just Right,990,Unaware
5c3a3062,1,258,CC,45-54,Female,16-20 season,5,1 - Not at all satisfied,990,Just Right,990,Unaware
d2b29b5d,1,375,Y,55-64,Male,6-10 season,6,7,5,Just Right,990,Unaware
3f5e462b,1,187,J,45-54,Male,2-5 season,9,3,9,Just right,990,Unaware
50b3bdc2,1,538,I,65+,Male,21+ seasons,7,8,5,Just right,2,Aware and have NOT used/received
15c99d5f,1,154,LL,45-54,Male,2-5 season,3,8,6,Just Right,10 - Extremely satisfied,Aware and have NOT used/received
cbbdcb6f,1,80,R,35-44,Female,2-5 season,9,7,8,Just right,1 - Not at all satisfied,Aware and have NOT used/received
1a863249,1,71,T,25-34,Male,21+ seasons,10 - Extremely satisfied,1 - Not at all satisfied,3,Too Few,990,Unaware
90e5eb18,1,429,MM,45-54,Female,2-5 season,10 - Extremely satisfied,5,990,Too Many,990,Unaware
cc626717,1,253,N,45-54,Male,21+ seasons,10 - Extremely satisfied,5,9,Just right,5,Aware and have NOT used/received
daa3b395,1,423,V,55-64,Female,6-10 season,7,6,10 - Extremely satisfied,Too Few,7,Aware and have NOT used/received
95a77d06,1,57,L,55-64,Male,2-5 season,8,6,6,Just right,9,Aware and have used/received
57266a50,1,322,P,65+,Prefer not to answer,21+ seasons,5,6,5,Too few,990,Aware and have NOT used/received
bf4f2c1d,1,398,Y,65+,Male,21+ seasons,8,7,8,Too many,5,Aware and have NOT used/received
003c6f36,1,243,BB,65+,Male,21+ seasons,4,3,5,Too few,5,Aware and have NOT used/received
f51babbe,1,304,D,45-54,Female,2-5 season,5,1 - Not at all satisfied,5,Just right,8,Aware and have NOT used/received
a300b996,1,263,L,65+,Female,16-20 season,7,6,3,Just Right,6,Aware and have NOT used/received
f97s31h3,1,125,LL,25-34,Male,2-5 season,1 - Not at all satisfied,10 - Extremely satisfied,2,Just Right,1 - Not at all satisfied,Aware and have used/received
5a8aca36,1,494,V,45-54,Male,11-20 season,8,3,7,Just right,990,Aware and have NOT used/received
7bc2ce0e,1,142,R,45-54,Female,16-20 season,10 - Extremely satisfied,10 - Extremely satisfied,5,Too Few,990,Unaware
3e9b2eea,1,386,K,65+,Female,1 season,6,9,8,Too Few,7,Aware and have NOT used/received
2dd66875,1,404,DD,55-64,Male,21+ seasons,7,8,7,Just right,10 - Extremely satisfied,Aware and have used/received
700725fd,1,470,LL,55-64,Male,21+ seasons,10 - Extremely satisfied,9,10 - Extremely satisfied,Just right,6,Aware and have used/received
b17edd0d,1,124,O,55-64,Female,16-20 season,1 - Not at all satisfied,1 - Not at all satisfied,2,Just Right,10 - Extremely satisfied,Aware and have used/received
9450d4cb,1,261,K,65+,Female,21+ seasons,6,9,8,Just right,990,Unaware
e3aa9984,1,123,JJ,55-64,Male,21+ seasons,10 - Extremely satisfied,8,7,Just right,10 - Extremely satisfied,Aware and have NOT used/received
bfc7b9d0,1,338,MM,35-44,Male,16-20 season,10 - Extremely satisfied,3,7,Too Few,5,Aware and have NOT used/received
fdcb213c,1,246,F,65+,Female,11-15 season,7,5,7,Just Right,990,Unaware
18cfb7a0,1,316,EE,45-54,Male,16-20 season,4,4,10 - Extremely satisfied,Too Many,990,Unaware
9ce7cf8c,1,135,D,65+,Male,21+ seasons,9,5,7,Just right,10 - Extremely satisfied,Aware and have used/received
7b05a00e,1,64,B,65+,Male,16-20 season,2,6,4,Just Right,990,Unaware
86df55ba,1,21,G,45-54,Male,11-15 season,9,4,5,Just Right,2,Aware and have NOT used/received
60f5323e,1,549,I,65+,Male,21+ seasons,8,6,5,Too few,990,Unaware
673b43ca,1,509,M,65+,Female,21+ seasons,9,7,10 - Extremely satisfied,Just right,990,Unaware
f841f272,1,495,CC,55-64,Male,21+ seasons,10 - Extremely satisfied,9,9,Just right,990,Unaware
90dab205,1,94,P,55-64,Male,21+ seasons,2,2,10 - Extremely satisfied,Just Right,990,Unaware
079f4363,1,166,O,45-54,Male,2-5 season,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Too few,990,Unaware
0e9f4303,1,424,CC,45-54,Female,2-5 season,9,7,10 - Extremely satisfied,Just right,990,Unaware
aff1ee3e,1,399,F,45-54,Male,2-5 season,10 - Extremely satisfied,8,7,Too Few,990,Unaware
7e336ac5,1,529,C,55-64,Female,11-20 season,6,5,6,Just right,3,Aware and have NOT used/received
0b919514,1,407,CC,55-64,Male,21+ seasons,6,5,8,Just right,990,Unaware
730fd546,1,417,GG,45-54,Male,2-5 season,9,7,10 - Extremely satisfied,Too few,990,Unaware
29eba86c,1,437,L,55-64,Male,6-10 season,7,8,9,Just right,990,Unaware
d24fe31b,1,178,I,55-64,Female,6-10 season,5,10 - Extremely satisfied,8,Too Many,990,Unaware
16146cb9,1,266,F,65+,Male,11-20 season,1 - Not at all satisfied,5,6,Just right,5,Aware and have used/received
e06db4d2,1,482,P,55-64,Male,16-20 season,8,7,10 - Extremely satisfied,Too Many,990,Unaware
64dd22b7,1,520,GG,55-64,Male,11-20 season,10 - Extremely satisfied,9,9,Just right,6,Aware and have used/received
38ff330c,1,487,G,45-54,Male,6-10 season,6,6,4,Too Few,990,Unaware
d35380bc,1,365,G,55-64,Female,16-20 season,5,10 - Extremely satisfied,6,Too Few,990,Unaware
190280c8,1,514,BB,45-54,Male,2-5 season,7,7,6,Too few,9,Aware and have NOT used/received
88296100,1,449,S,65+,Male,2-5 season,9,3,7,Too Many,990,Unaware
b6b53cb6,1,82,A,35-44,Male,11-15 season,6,9,10 - Extremely satisfied,Too Few,990,Unaware
ce3b23a0,1,93,Y,55-64,Male,21+ seasons,5,3,7,Just right,990,Unaware
84f20d04,1,427,X,45-54,Male,21+ seasons,5,1 - Not at all satisfied,6,Just right,9,Aware and have used/received
b86b97fd,1,218,M,65+,Male,21+ seasons,3,990,6,Too few,990,Unaware
5767a4bd,1,382,KK,65+,Male,6-10 season,9,1 - Not at all satisfied,9,Too Many,990,Unaware
6383486f,1,134,FF,35-44,Male,6-10 season,7,5,6,Too Few,990,Aware and have NOT used/received
ecf083c1,1,329,GG,45-54,Male,6-10 season,7,1 - Not at all satisfied,7,Too Many,9,Aware and have NOT used/received
ea50e6db,1,269,H,65+,Male,21+ seasons,8,9,9,Just right,990,Unaware
b98e099c,1,346,J,45-54,Male,6-10 season,7,990,8,Just Right,990,Unaware
87f54d63,1,519,T,55-64,Male,2-5 season,10 - Extremely satisfied,2,2,Just Right,990,Aware and have NOT used/received
047809cb,1,335,KK,65+,Male,2-5 season,8,8,10 - Extremely satisfied,Just right,990,Unaware
287af330,1,262,KK,45-54,Female,6-10 season,2,3,990,Too Many,990,Unaware
e3784ede,1,155,AA,45-54,Male,21+ seasons,10 - Extremely satisfied,8,10 - Extremely satisfied,Just right,990,Unaware
f9be0001,1,55,K,25-34,Female,6-10 season,9,9,10 - Extremely satisfied,Too Few,990,Unaware
dc3d3479,1,38,J,65+,Female,21+ seasons,9,8,8,Just right,6,Aware and have NOT used/received
e2c1890e,1,290,Q,45-54,Female,6-10 season,6,3,1 - Not at all satisfied,Too Few,2,Aware and have used/received
8ecf7d37,1,193,JJ,65+,Prefer not to answer,11-20 season,10 - Extremely satisfied,5,10 - Extremely satisfied,Just right,3,Aware and have NOT used/received
273cc1b6,1,531,Z,65+,Male,2-5 season,9,7,6,Just right,990,Unaware
520ed076,1,169,LL,Prefer not to answer,Male,6-10 season,5,3,8,Just right,990,Aware and have NOT used/received
c9b8ed08,1,513,I,55-64,Male,21+ seasons,8,4,9,Too Many,5,Aware and have NOT used/received
60923ad7,1,237,E,55-64,Male,21+ seasons,9,5,1 - Not at all satisfied,Too Many,990,Aware and have NOT used/received
826b90aa,1,140,II,55-64,Male,6-10 season,8,9,5,Too Few,990,Unaware
ee2bcc22,1,497,JJ,55-64,Prefer not to answer,6-10 season,5,5,5,Too many,5,Aware and have used/received
44fc19f7,1,84,H,55-64,Female,21+ seasons,4,9,6,Just right,7,Aware and have NOT used/received
594d3e77,1,169,O,25-34,Male,11-15 season,5,1 - Not at all satisfied,5,Too Few,990,Unaware
18fb9027,1,367,F,65+,Female,21+ seasons,9,10 - Extremely satisfied,9,Just right,990,Unaware
95004be3,1,374,JJ,65+,Male,21+ seasons,5,7,5,Just right,990,Unaware
ed68ee42,1,152,X,55-64,Male,21+ seasons,10 - Extremely satisfied,8,7,Too few,990,Unaware
60234ee1,1,541,KK,35-44,Male,11-15 season,4,7,2,Just Right,990,Unaware
6c978377,1,219,N,45-54,Male,2-5 season,7,2,6,Just Right,7,Aware and have used/received
7e7b5459,1,29,S,65+,Female,1 season,10 - Extremely satisfied,5,4,Just Right,9,Aware and have NOT used/received
ae93ebe6,1,25,H,55-64,Male,21+ seasons,6,6,8,Too few,990,Unaware
c61f2779,1,283,U,45-54,Female,2-5 season,8,6,5,Too few,7,Aware and have NOT used/received
fe81b8ee,1,183,OO,45-54,Prefer not to answer,11-20 season,8,5,8,Just right,990,Unaware
394ee69c,1,93,C,45-54,Female,21+ seasons,5,7,9,Too Many,10 - Extremely satisfied,Aware and have NOT used/received
36426a27,1,457,I,65+,Male,11-15 season,8,10 - Extremely satisfied,9,Just Right,5,Aware and have NOT used/received
9e80c4e2,1,24,K,55-64,Male,2-5 season,10 - Extremely satisfied,7,9,Just right,2,Aware and have NOT used/received
3a6b7fc2,1,189,FF,55-64,Male,1 season,4,8,2,Too Many,990,Unaware
45a8a9cb,1,235,F,25-34,Male,11-20 season,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,990,Unaware
c995a2e7,1,532,S,55-64,Male,21+ seasons,6,8,8,Just right,990,Unaware
e32b088e,1,230,BB,Prefer not to answer,Male,2-5 season,8,7,8,Just right,7,Aware and have NOT used/received
863785a3,1,347,L,35-44,Male,11-15 season,8,4,9,Too Many,990,Aware and have used/received
34a7fbeb,1,546,AA,45-54,Male,2-5 season,10 - Extremely satisfied,6,3,Too Many,990,Unaware
a2c01e14,1,153,LL,55-64,Female,21+ seasons,1 - Not at all satisfied,5,8,Just right,990,Unaware
af053d46,1,391,GG,65+,Female,21+ seasons,6,4,6,Just right,990,Unaware
6fff76a6,1,273,I,55-64,Male,21+ seasons,7,7,3,Too few,990,Aware and have NOT used/received
ba784928,1,105,O,45-54,Male,2-5 season,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,990,Unaware
5704c89e,1,277,KK,25-34,Female,11-15 season,10 - Extremely satisfied,10 - Extremely satisfied,1 - Not at all satisfied,Too Many,990,Unaware
1d5d7685,1,393,T,25-34,Female,6-10 season,9,1 - Not at all satisfied,8,Too Many,990,Unaware
7bd356c5,1,429,J,55-64,Male,21+ seasons,5,3,2,Too few,9,Aware and have used/received
527a04ac,1,117,DD,35-44,Female,21+ seasons,7,7,10 - Extremely satisfied,Just right,990,Aware and have NOT used/received
203dcb5b,1,130,E,45-54,Male,21+ seasons,8,8,8,Just right,990,Aware and have used/received
e240f867,1,430,Y,45-54,Female,2-5 season,9,2,4,Too Many,3,Aware and have NOT used/received
f978c9e9,1,505,B,45-54,Female,2-5 season,8,8,4,Too Many,7,Aware and have used/received
