uuid,Wave,Section,Row,Age,Gender,Tenure,Ovr_Sat,Team_Sat,Comm_Sat,Comm_Freq,Benefit_Sat,Benefit_Aware
1809f756,2,291,C,45-54,Male,11-20 season,9,8,9,Just right,6,Aware and have NOT used/received
c5498488,2,288,K,55-64,Male,11-20 season,3,7,8,Just right,9,Aware and have NOT used/received
5896aaa7,2,456,HH,45-54,Male,2-5 season,5,3,10 - Extremely satisfied,Just right,990,Unaware
b706a95f,2,385,HH,35-44,Female,2-5 season,9,2,6,Just Right,5,Aware and have NOT used/received
209ed947,2,165,K,35-44,Male,11-15 season,8,6,4,Too Few,7,Aware and have NOT used/received
9a429b32,2,476,X,45-54,Female,6-10 season,4,9,8,Too Many,990,Unaware
2c3ec7fc,2,167,GG,65+,Male,21+ seasons,7,5,990,Just right,990,Unaware
0545ba00,2,224,GG,35-44,Male,21+ seasons,4,5,10 - Extremely satisfied,Too Many,3,Aware and have NOT used/received
a0eaf786,2,200,S,55-64,Female,11-20 season,8,7,990,Just right,8,Aware and have used/received
a62985da,2,303,Y,45-54,Male,6-10 season,9,7,8,Just right,5,Aware and have NOT used/received
a5a36444,2,182,L,55-64,Male,11-20 season,7,7,9,Just right,990,Unaware
6db929f6,2,362,G,45-54,Male,2-5 season,8,2,7,Too Few,990,Unaware
8118e9a8,2,302,AA,55-64,Male,1 season,7,4,7,Just right,990,Unaware
c85d22c9,2,184,FF,45-54,Male,6-10 season,9,3,8,Just right,8,Aware and have NOT used/received
4a7a563e,2,337,LL,45-54,Male,1 season,8,5,6,Too Few,990,Unaware
7942b76f,2,7,L,45-54,Female,2-5 season,6,5,5,Too Many,9,Aware and have NOT used/received
cacb5f6e,2,377,M,45-54,Male,11-15 season,10 - Extremely satisfied,2,1 - Not at all satisfied,Too Few,7,Aware and have NOT used/received
351189dd,2,495,I,45-54,Female,6-10 season,9,10 - Extremely satisfied,7,Too Few,990,Unaware
209ed83b,2,504,I,65+,Male,21+ seasons,1 - Not at all satisfied,7,8,Too few,10 - Extremely satisfied,Aware and have NOT used/received
1ed04b6a,2,346,NN,45-54,Male,6-10 season,8,4,8,Just right,990,Unaware
cce2b2fd,2,143,U,45-54,Male,1 season,6,5,6,Too few,990,Unaware
020ce624,2,242,P,25-34,Male,16-20 season,8,5,7,Too Many,990,Unaware
b955b195,2,495,DD,25-34,Male,2-5 season,10 - Extremely satisfied,3,10 - Extremely satisfied,Just right,990,Unaware
7b65e107,2,520,FF,65+,Female,2-5 season,9,4,6,Too Few,990,Unaware
1e993b48,2,240,AA,45-54,Female,6-10 season,8,1 - Not at all satisfied,7,Too Many,7,Aware and have NOT used/received
e28088b7,2,194,M,25-34,Male,16-20 season,8,2,5,Too Many,990,Unaware
86da18d8,2,441,NN,55-64,Male,21+ seasons,2,10 - Extremely satisfied,4,Just Right,990,Unaware
8a82c443,2,498,M,55-64,Male,21+ seasons,8,8,8,Too few,990,Unaware
86cfa769,2,464,H,55-64,Female,11-20 season,6,7,4,Too many,990,Unaware
4fc33395,2,439,G,55-64,Male,21+ seasons,10 - Extremely satisfied,8,10 - Extremely satisfied,Just right,990,Unaware
b045e030,2,517,MM,45-54,Female,6-10 season,8,5,7,Just right,5,Aware and have NOT used/received
91cab852,2,25,Y,65+,Male,2-5 season,3,9,6,Too Many,990,Unaware
4fa161be,2,394,S,45-54,Female,11-15 season,5,3,10 - Extremely satisfied,Just Right,10 - Extremely satisfied,Aware and have used/received
c950e807,2,137,V,55-64,Male,21+ seasons,8,7,8,Just right,990,Unaware
68e9953c,2,178,Q,45-54,Male,2-5 season,5,3,8,Too many,990,Aware and have NOT used/received
0b93a56a,2,417,CC,65+,Male,11-20 season,10 - Extremely satisfied,2,7,Just right,10 - Extremely satisfied,Aware and have NOT used/received
6a2be59b,2,306,G,65+,Male,21+ seasons,6,3,2,Too few,990,Aware and have NOT used/received
08ca778d,2,539,I,55-64,Male,21+ seasons,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Too few,990,Unaware
9dc7e81c,2,244,Y,45-54,Female,2-5 season,10 - Extremely satisfied,6,3,Just Right,990,Aware and have used/received
7c1b4505,2,222,EE,55-64,Female,6-10 season,10 - Extremely satisfied,9,10 - Extremely satisfied,Just right,990,Aware and have NOT used/received
f5512626,2,220,O,35-44,Male,2-5 season,7,5,8,Just right,990,Unaware
a6ea543d,2,272,GG,55-64,Male,11-20 season,9,8,9,Just right,990,Unaware
37c88b21,2,55,T,25-34,Male,11-15 season,9,2,990,Too Many,990,Unaware
929d20ea,2,23,P,55-64,Female,11-15 season,6,2,2,Too Few,8,Aware and have NOT used/received
b502fc48,2,263,L,65+,Male,21+ seasons,8,5,9,Just right,990,Unaware
50a3c47e,2,428,D,55-64,Female,2-5 season,10 - Extremely satisfied,7,9,Just right,990,Unaware
7875349b,2,361,MM,45-54,Prefer not to answer,6-10 season,9,7,8,Just right,7,Aware and have NOT used/received
99e6246b,2,480,EE,45-54,Male,1 season,10 - Extremely satisfied,8,9,Just right,6,Aware and have NOT used/received
65ac8f47,2,419,D,45-54,Male,6-10 season,7,7,9,Just right,990,Unaware
3b29872f,2,440,U,55-64,Female,2-5 season,7,5,7,Just right,990,Unaware
456d3a59,2,422,D,45-54,Male,11-20 season,7,6,990,Just right,990,Unaware
e4a1e9a5,2,166,P,45-54,Female,21+ seasons,10 - Extremely satisfied,8,10 - Extremely satisfied,Just right,5,Aware and have NOT used/received
2540885e,2,533,I,55-64,Male,21+ seasons,7,7,7,Just right,990,Unaware
8757983c,2,475,Q,35-44,Female,2-5 season,8,6,9,Just right,990,Unaware
e440d52b,2,89,B,55-64,Female,2-5 season,9,7,8,Too Many,8,Aware and have used/received
221e74ed,2,154,GG,25-34,Female,2-5 season,9,3,7,Just Right,990,Aware and have NOT used/received
aff642ee,2,404,AA,65+,Male,6-10 season,8,3,9,Just right,6,Aware and have NOT used/received
c3cdaafa,2,52,C,65+,Female,2-5 season,8,10 - Extremely satisfied,8,Too Few,990,Unaware
3a81e03f,2,132,GG,65+,Male,6-10 season,8,8,5,Too few,990,Unaware
ac70b42c,2,356,L,45-54,Male,6-10 season,8,7,8,Just right,990,Aware and have used/received
674bc6ec,2,134,U,65+,Male,6-10 season,7,6,6,Just right,5,Aware and have used/received
b65c857c,2,23,Y,65+,Female,2-5 season,7,6,9,Just Right,990,Unaware
7ad810d9,2,93,Z,25-34,Male,2-5 season,8,8,8,Just right,990,Aware and have NOT used/received
66fa6c26,2,445,CC,65+,Male,21+ seasons,7,1 - Not at all satisfied,10 - Extremely satisfied,Just right,3,Aware and have NOT used/received
c8e98d23,2,464,K,25-34,Female,11-15 season,1 - Not at all satisfied,9,10 - Extremely satisfied,Too Many,6,Aware and have NOT used/received
fbcaf686,2,247,S,25-34,Male,2-5 season,8,10 - Extremely satisfied,8,Too Few,990,Unaware
93fc2d42,2,453,Z,25-34,Male,21+ seasons,9,6,9,Just right,990,Unaware
0361f387,2,426,V,25-34,Male,16-20 season,7,10 - Extremely satisfied,9,Too Many,7,Aware and have NOT used/received
424dd698,2,153,B,55-64,Male,21+ seasons,5,1 - Not at all satisfied,9,Just right,990,Aware and have NOT used/received
27ba5a79,2,547,W,65+,Male,1 season,8,8,990,Too few,9,Aware and have NOT used/received
40b73339,2,32,X,45-54,Female,21+ seasons,6,9,5,Too Few,990,Unaware
e0725861,2,469,C,65+,Female,21+ seasons,9,5,10 - Extremely satisfied,Just right,990,Unaware
d90274d6,2,497,GG,45-54,Male,6-10 season,7,6,8,Too Many,10 - Extremely satisfied,Aware and have used/received
400b1f8b,2,148,P,45-54,Male,11-20 season,9,6,7,Just right,8,Aware and have NOT used/received
5b58e6e7,2,426,OO,65+,Female,21+ seasons,8,6,9,Just right,990,Unaware
9dda7c7b,2,449,KK,35-44,Female,1 season,8,9,8,Just right,990,Aware and have NOT used/received
15fe9d51,2,63,T,45-54,Male,2-5 season,10 - Extremely satisfied,8,8,Just right,990,Aware and have used/received
c42f4291,2,378,I,55-64,Female,6-10 season,7,6,9,Too Few,5,Aware and have NOT used/received
139044ed,2,333,Y,55-64,Female,21+ seasons,7,990,2,Too Many,990,Unaware
dc046fe2,2,408,AA,55-64,Male,11-15 season,8,8,3,Too Few,990,Unaware
8d525475,2,22,S,55-64,Male,11-20 season,5,3,990,Too few,990,Unaware
4c1b813a,2,373,CC,55-64,Male,6-10 season,1 - Not at all satisfied,5,990,Too Few,990,Unaware
b554d316,2,123,II,65+,Male,11-20 season,1 - Not at all satisfied,990,1 - Not at all satisfied,Too few,8,Aware and have NOT used/received
5c3ccd6d,2,144,CC,45-54,Male,11-15 season,3,1 - Not at all satisfied,9,Just Right,990,Aware and have NOT used/received
6d9896eb,2,303,HH,55-64,Male,21+ seasons,9,990,8,Too few,5,Aware and have NOT used/received
74e257e4,2,543,FF,45-54,Male,21+ seasons,4,9,5,Too few,6,Aware and have NOT used/received
ba193788,2,302,K,55-64,Male,6-10 season,7,2,990,Just right,10 - Extremely satisfied,Aware and have used/received
2d73baef,2,517,O,25-34,Female,11-15 season,6,8,9,Just Right,990,Unaware
c13c6df2,2,365,C,65+,Male,11-15 season,10 - Extremely satisfied,1 - Not at all satisfied,9,Just Right,3,Aware and have NOT used/received
0cf2af69,2,45,Y,45-54,Male,2-5 season,7,5,6,Too few,990,Unaware
fcd884d3,2,329,L,35-44,Male,1 season,10 - Extremely satisfied,9,10 - Extremely satisfied,Just right,10 - Extremely satisfied,Aware and have NOT used/received
7803f3f4,2,411,BB,25-34,Female,6-10 season,5,7,10 - Extremely satisfied,Just Right,10 - Extremely satisfied,Aware and have NOT used/received
5dedfcd4,2,436,T,65+,Male,1 season,7,3,7,Just right,10 - Extremely satisfied,Aware and have NOT used/received
d27dd21e,2,155,V,65+,Male,21+ seasons,7,5,7,Just right,990,Aware and have NOT used/received
674f9c27,2,201,I,45-54,Male,11-20 season,7,6,7,Just right,4,Aware and have NOT used/received
fea2f0cc,2,6,B,55-64,Female,2-5 season,8,1 - Not at all satisfied,9,Too Few,990,Unaware
682665a7,2,487,L,45-54,Male,11-20 season,8,2,9,Just right,990,Unaware
692edf83,2,203,CC,35-44,Female,1 season,8,8,7,Just right,990,Unaware
a0beec15,2,162,O,65+,Male,2-5 season,7,3,6,Too few,5,Aware and have NOT used/received
bc00de0a,2,501,S,25-34,Male,16-20 season,6,4,2,Too Many,6,Aware and have NOT used/received
0eb51088,2,403,W,65+,Female,21+ seasons,5,5,5,Just right,2,Aware and have NOT used/received
b4c1d737,2,113,O,35-44,Female,1 season,6,1 - Not at all satisfied,6,Just right,990,Unaware
a677e67a,2,146,MM,45-54,Female,21+ seasons,8,7,6,Too Few,8,Aware and have used/received
9be20dc8,2,335,O,55-64,Male,11-20 season,9,5,990,Just right,990,Unaware
52d82c15,2,424,OO,45-54,Male,21+ seasons,2,5,3,Just right,990,Unaware
4bd1fcb1,2,15,D,55-64,Male,11-15 season,8,8,1 - Not at all satisfied,Too Many,990,Unaware
b59bc2c2,2,361,II,65+,Male,2-5 season,6,6,8,Just right,5,Aware and have NOT used/received
as1156dg,2,111,U,25-34,Female,1 season,3,1 - Not at all satisfied,1 - Not at all satisfied,Too Many,990,Unaware
59b875ff,2,479,HH,45-54,Male,1 season,10 - Extremely satisfied,6,10 - Extremely satisfied,Just right,990,Unaware
1e8b0f7c,2,191,A,45-54,Male,16-20 season,8,8,2,Just Right,990,Unaware
486d21c1,2,351,P,65+,Female,11-15 season,5,1 - Not at all satisfied,7,Too Few,990,Aware and have NOT used/received
2bf62448,2,14,L,45-54,Male,2-5 season,9,9,990,Too Many,990,Unaware
3d136353,2,355,B,45-54,Female,21+ seasons,8,5,4,Just Right,990,Unaware
d086b06c,2,132,X,55-64,Female,11-15 season,10 - Extremely satisfied,1 - Not at all satisfied,9,Too Many,990,Unaware
86858067,2,217,U,45-54,Female,2-5 season,5,3,6,Too few,990,Unaware
88b07930,2,492,N,65+,Male,21+ seasons,8,6,8,Just right,990,Unaware
a61d288b,2,421,NN,45-54,Female,11-15 season,8,10 - Extremely satisfied,8,Too Few,990,Unaware
ffc1e6fe,2,238,R,45-54,Male,2-5 season,9,4,6,Too Few,5,Aware and have used/received
e60f8f02,2,210,JJ,55-64,Female,21+ seasons,10 - Extremely satisfied,6,2,Too Few,990,Unaware
f9de5738,2,299,S,35-44,Male,1 season,7,5,6,Just right,990,Unaware
6bd43980,2,72,O,55-64,Male,2-5 season,10 - Extremely satisfied,6,1 - Not at all satisfied,Just Right,990,Unaware
60cfe095,2,513,H,65+,Male,21+ seasons,4,7,6,Just right,990,Unaware
25db0520,2,401,Y,45-54,Male,11-15 season,10 - Extremely satisfied,5,1 - Not at all satisfied,Too Many,990,Unaware
88387627,2,404,U,55-64,Female,21+ seasons,10 - Extremely satisfied,6,8,Just right,990,Unaware
c9ab174b,2,457,F,45-54,Male,2-5 season,8,1 - Not at all satisfied,8,Just right,990,Unaware
777d0493,2,63,O,45-54,Male,21+ seasons,7,10 - Extremely satisfied,5,Too Few,990,Aware and have NOT used/received
38a64c5b,2,543,D,65+,Male,16-20 season,7,5,10 - Extremely satisfied,Too Few,10 - Extremely satisfied,Aware and have NOT used/received
f2ae130f,2,377,OO,65+,Male,16-20 season,7,8,5,Too Many,5,Aware and have NOT used/received
98f00197,2,364,A,65+,Male,21+ seasons,8,5,5,Just right,990,Aware and have used/received
46f75a93,2,379,Q,65+,Male,21+ seasons,9,7,9,Just right,6,Aware and have NOT used/received
6b94520a,2,413,Y,35-44,Male,2-5 season,9,6,8,Just right,990,Unaware
1e705595,2,374,OO,55-64,Male,21+ seasons,3,3,4,Just right,990,Unaware
0cd4d4fa,2,117,U,65+,Male,2-5 season,8,4,7,Just right,7,Aware and have used/received
0ec978f0,2,114,B,45-54,Male,2-5 season,10 - Extremely satisfied,5,9,Too Few,990,Unaware
f8011cfb,2,535,O,55-64,Male,6-10 season,7,6,6,Too Few,8,Aware and have used/received
7026f59f,2,491,JJ,55-64,Male,21+ seasons,7,1 - Not at all satisfied,5,Too few,5,Aware and have NOT used/received
3e8f4ff5,2,178,NN,65+,Male,11-20 season,8,4,7,Just right,990,Aware and have NOT used/received
30d54f1b,2,290,D,55-64,Female,1 season,9,5,4,Too Few,990,Unaware
08c9ba44,2,348,J,45-54,Male,6-10 season,10 - Extremely satisfied,3,3,Too Many,8,Aware and have used/received
8093fff3,2,257,E,Prefer not to answer,Prefer not to answer,11-20 season,5,5,6,Just right,9,Aware and have NOT used/received
653d8b87,2,457,AA,25-34,Female,2-5 season,8,4,5,Too Many,990,Aware and have NOT used/received
d8a16c8a,2,43,B,55-64,Male,11-15 season,9,10 - Extremely satisfied,1 - Not at all satisfied,Just Right,990,Unaware
550740f5,2,8,Z,55-64,Male,21+ seasons,10 - Extremely satisfied,990,5,Too Few,990,Unaware
d995fa2a,2,526,T,65+,Male,11-20 season,10 - Extremely satisfied,10 - Extremely satisfied,8,Too few,3,Aware and have NOT used/received
5e0402ef,2,485,Y,45-54,Female,6-10 season,3,3,990,Too Many,990,Unaware
a9509f0f,2,223,NN,65+,Male,11-15 season,3,2,8,Just Right,990,Unaware
547169d3,2,175,II,55-64,Male,21+ seasons,1 - Not at all satisfied,3,3,Too few,990,Unaware
5ac450c7,2,508,OO,55-64,Male,11-15 season,7,9,3,Too Few,990,Unaware
f5d6966b,2,137,NN,65+,Male,21+ seasons,7,7,7,Just right,990,Unaware
cafeb14b,2,18,X,55-64,Female,6-10 season,9,3,10 - Extremely satisfied,Just right,990,Unaware
c96d63e6,2,384,L,65+,Female,21+ seasons,5,5,5,Just right,990,Unaware
4dd5c491,2,176,O,45-54,Male,2-5 season,8,7,8,Just right,990,Unaware
bd331d73,2,249,X,55-64,Male,2-5 season,5,10 - Extremely satisfied,9,Too Few,8,Aware and have NOT used/received
ef811ccd,2,236,LL,65+,Male,21+ seasons,8,5,7,Just right,990,Unaware
6a76b3a5,2,135,X,45-54,Male,2-5 season,7,5,990,Just right,990,Unaware
45d8da83,2,224,B,65+,Male,6-10 season,9,5,9,Just right,990,Unaware
4c6a5b1e,2,156,NN,45-54,Female,1 season,9,7,3,Too Many,990,Unaware
7be17f04,2,454,V,65+,Female,2-5 season,9,1 - Not at all satisfied,10 - Extremely satisfied,Too Few,6,Aware and have NOT used/received
1870551f,2,488,Z,55-64,Male,21+ seasons,9,6,7,Just right,990,Unaware
a3b5449f,2,89,Z,55-64,Male,6-10 season,10 - Extremely satisfied,2,7,Too Few,1 - Not at all satisfied,Aware and have NOT used/received
53876ba9,2,404,JJ,45-54,Male,2-5 season,8,8,9,Too Few,10 - Extremely satisfied,Aware and have NOT used/received
ed9d87a3,2,314,C,65+,Male,2-5 season,6,7,5,Too few,6,Aware and have NOT used/received
98659d73,2,240,B,65+,Female,1 season,10 - Extremely satisfied,5,8,Too Few,990,Unaware
cdfefcca,2,518,EE,55-64,Female,21+ seasons,2,4,8,Just Right,990,Unaware
d06ccde6,2,262,W,35-44,Male,6-10 season,7,990,4,Just Right,990,Unaware
f4914246,2,148,K,35-44,Male,2-5 season,9,8,7,Too Many,7,Aware and have NOT used/received
3ac1ba0d,2,523,H,65+,Male,21+ seasons,8,7,7,Just right,990,Unaware
af1ffd70,2,501,J,55-64,Female,2-5 season,9,1 - Not at all satisfied,990,Too Many,9,Aware and have NOT used/received
ccc6c0c3,2,188,OO,65+,Male,21+ seasons,10 - Extremely satisfied,7,7,Just right,990,Unaware
62e548ac,2,217,JJ,55-64,Male,6-10 season,7,3,8,Just right,7,Aware and have NOT used/received
3419b452,2,167,V,35-44,Male,6-10 season,3,6,9,Just Right,990,Unaware
c0067212,2,190,CC,65+,Male,21+ seasons,6,2,3,Just right,990,Unaware
2235500e,2,243,M,45-54,Male,6-10 season,5,9,10 - Extremely satisfied,Too Few,8,Aware and have NOT used/received
b00e115f,2,484,H,55-64,Female,2-5 season,9,4,10 - Extremely satisfied,Just right,990,Unaware
f65cca5a,2,371,F,55-64,Female,21+ seasons,5,6,7,Just right,990,Unaware
f64b2939,2,161,JJ,65+,Male,21+ seasons,5,5,990,Too few,990,Unaware
07ca3b4f,2,60,A,55-64,Male,11-20 season,5,6,7,Just right,990,Unaware
60cffced,2,527,E,35-44,Male,11-15 season,9,9,9,Too Few,990,Unaware
920ebdd6,2,529,Y,45-54,Male,21+ seasons,6,5,5,Too few,990,Unaware
70754f29,2,316,U,55-64,Female,6-10 season,8,7,3,Too Few,990,Aware and have used/received
dd3ecd5a,2,449,JJ,35-44,Male,6-10 season,6,5,7,Just right,8,Aware and have NOT used/received
c33f985c,2,534,P,45-54,Male,21+ seasons,2,990,8,Too Few,990,Unaware
22e05191,2,9,B,55-64,Male,2-5 season,8,8,3,Too Many,990,Aware and have NOT used/received
0a492722,2,325,FF,35-44,Female,11-15 season,9,1 - Not at all satisfied,4,Just Right,990,Aware and have NOT used/received
1870b02b,2,50,S,65+,Male,11-20 season,9,4,8,Just right,9,Aware and have used/received
8dae6711,2,97,S,55-64,Female,21+ seasons,6,5,6,Too Few,990,Unaware
0196f8e9,2,332,X,45-54,Female,1 season,9,4,8,Just right,8,Aware and have used/received
c3f27cbc,2,252,FF,55-64,Male,21+ seasons,6,2,6,Too few,990,Aware and have NOT used/received
266d947c,2,372,GG,45-54,Male,1 season,10 - Extremely satisfied,7,9,Just right,990,Aware and have NOT used/received
b8f318ae,2,365,II,65+,Male,21+ seasons,8,8,10 - Extremely satisfied,Just right,990,Unaware
270cb830,2,148,G,55-64,Male,21+ seasons,2,1 - Not at all satisfied,7,Just right,990,Unaware
0801eddb,2,334,P,65+,Male,21+ seasons,6,8,10 - Extremely satisfied,Just right,990,Unaware
d642f35c,2,314,E,45-54,Male,2-5 season,9,7,9,Just right,990,Aware and have NOT used/received
0380bd55,2,230,KK,65+,Male,21+ seasons,7,8,8,Just right,990,Aware and have NOT used/received
eac5e96d,2,172,V,45-54,Male,2-5 season,8,7,9,Just right,8,Aware and have used/received
39bdb037,2,420,K,25-34,Male,2-5 season,10 - Extremely satisfied,10 - Extremely satisfied,2,Just Right,10 - Extremely satisfied,Aware and have used/received
358d5f9e,2,487,T,45-54,Female,11-15 season,4,7,10 - Extremely satisfied,Too Many,8,Aware and have NOT used/received
49b457dc,2,197,V,65+,Male,21+ seasons,8,6,8,Just right,8,Aware and have NOT used/received
8cc6557b,2,299,U,45-54,Male,1 season,9,7,8,Just right,990,Unaware
fb5ccd3f,2,384,II,35-44,Male,21+ seasons,8,7,7,Too few,990,Unaware
2c56acf6,2,238,P,45-54,Male,2-5 season,9,9,9,Just Right,990,Unaware
3c960268,2,345,JJ,45-54,Female,2-5 season,9,7,5,Too Few,990,Aware and have NOT used/received
e3b39cfa,2,286,G,65+,Male,21+ seasons,8,1 - Not at all satisfied,6,Too few,990,Unaware
3161f114,2,65,Y,25-34,Male,6-10 season,9,5,2,Just Right,990,Unaware
13f344dd,2,307,W,65+,Female,21+ seasons,8,5,8,Just right,990,Unaware
5768a03b,2,116,U,45-54,Male,6-10 season,5,4,5,Too Many,990,Unaware
00c913f8,2,345,C,55-64,Male,2-5 season,8,2,7,Just right,990,Unaware
f1510b52,2,470,N,65+,Female,6-10 season,7,7,990,Too Many,5,Aware and have used/received
99e76b58,2,484,H,45-54,Male,6-10 season,8,990,7,Too Many,3,Aware and have NOT used/received
59c613bc,2,482,R,45-54,Female,1 season,7,2,4,Too Many,990,Unaware
540fb1c0,2,214,NN,35-44,Female,6-10 season,7,8,9,Too Few,990,Unaware
0c67bfab,2,147,BB,65+,Female,11-15 season,10 - Extremely satisfied,1 - Not at all satisfied,2,Just Right,990,Unaware
aa25fb56,2,330,K,45-54,Male,1 season,7,7,8,Just right,990,Unaware
ad8e1770,2,344,LL,65+,Female,6-10 season,8,6,8,Too Many,5,Aware and have NOT used/received
17993b23,2,64,Z,45-54,Female,21+ seasons,5,7,1 - Not at all satisfied,Too Few,990,Unaware
e2dde1a7,2,410,L,45-54,Prefer not to answer,21+ seasons,8,1 - Not at all satisfied,6,Just right,990,Unaware
702e480a,2,475,AA,35-44,Female,2-5 season,10 - Extremely satisfied,8,10 - Extremely satisfied,Too Few,990,Unaware
4f48cc51,2,1,I,65+,Male,21+ seasons,6,2,2,Too many,990,Unaware
e5ae25b4,2,206,J,45-54,Female,6-10 season,8,6,10 - Extremely satisfied,Just Right,7,Aware and have NOT used/received
abaa4058,2,327,L,22-24,Female,1 season,8,6,6,Too few,8,Aware and have NOT used/received
aa765f92,2,312,J,45-54,Male,1 season,10 - Extremely satisfied,5,10 - Extremely satisfied,Just right,4,Aware and have NOT used/received
abdd3ea8,2,126,H,35-44,Male,6-10 season,9,10 - Extremely satisfied,7,Too Few,6,Aware and have used/received
39bfd590,2,165,S,55-64,Male,11-20 season,2,6,4,Too few,990,Unaware
ca4ed518,2,91,U,35-44,Female,16-20 season,8,6,8,Too Many,990,Unaware
788d1d46,2,284,AA,35-44,Male,11-15 season,8,1 - Not at all satisfied,10 - Extremely satisfied,Too Many,990,Unaware
c01240c1,2,298,U,65+,Male,11-20 season,8,990,5,Just right,990,Aware and have NOT used/received
4.38E+13,2,261,KK,35-44,Male,21+ seasons,2,5,7,Just right,990,Unaware
dff5a98d,2,280,V,45-54,Female,11-15 season,6,7,8,Too Few,990,Unaware
7998c6cb,2,454,GG,65+,Male,21+ seasons,7,6,9,Just right,990,Unaware
eb6ac0ad,2,216,C,25-34,Female,6-10 season,8,8,990,Too Many,990,Unaware
4963280f,2,173,GG,65+,Male,11-15 season,9,8,2,Too Many,7,Aware and have NOT used/received
f3d0b7b7,2,322,T,55-64,Male,2-5 season,9,9,5,Too Few,9,Aware and have used/received
a69c55b7,2,52,I,55-64,Female,2-5 season,8,5,4,Just Right,990,Unaware
asjbf9190,2,13,A,55-64,Male,1 season,1 - Not at all satisfied,8,2,Too Many,990,Unaware
9ca36c53,2,348,BB,35-44,Female,11-15 season,10 - Extremely satisfied,4,4,Just Right,990,Unaware
c7bad441,2,496,B,55-64,Male,6-10 season,5,3,10 - Extremely satisfied,Just Right,990,Aware and have NOT used/received
7754db6d,2,421,Z,45-54,Female,16-20 season,4,6,6,Too Few,990,Unaware
298aa541,2,180,Q,55-64,Female,16-20 season,10 - Extremely satisfied,6,4,Just Right,990,Unaware
efcbe3d3,2,153,BB,45-54,Female,6-10 season,5,7,1 - Not at all satisfied,Just Right,8,Aware and have used/received
6cee020f,2,388,HH,45-54,Male,6-10 season,10 - Extremely satisfied,6,8,Too Many,5,Aware and have NOT used/received
7f48b339,2,502,MM,45-54,Male,6-10 season,8,7,9,Too Many,990,Unaware
a88fc848,2,534,H,45-54,Female,1 season,10 - Extremely satisfied,7,10 - Extremely satisfied,Too many,5,Aware and have NOT used/received
7ee7b66a,2,240,K,45-54,Male,2-5 season,7,3,7,Just right,5,Aware and have NOT used/received
960fcf38,2,486,CC,55-64,Male,2-5 season,8,8,990,Just right,8,Aware and have NOT used/received
70ee9e9f,2,189,G,45-54,Female,11-15 season,10 - Extremely satisfied,1 - Not at all satisfied,10 - Extremely satisfied,Too Many,990,Unaware
37f197a2,2,462,W,45-54,Male,2-5 season,9,1 - Not at all satisfied,10 - Extremely satisfied,Just right,8,Aware and have NOT used/received
03ce126e,2,428,OO,45-54,Female,1 season,10 - Extremely satisfied,5,4,Too Few,990,Unaware
a4b446ca,2,346,BB,45-54,Female,6-10 season,1 - Not at all satisfied,2,5,Too Few,990,Unaware
637820f0,2,300,C,55-64,Female,21+ seasons,6,4,5,Just right,990,Unaware
e9aa150e,2,481,Q,45-54,Male,2-5 season,6,4,8,Just right,990,Aware and have NOT used/received
7463b45e,2,436,II,55-64,Male,11-20 season,8,3,9,Just right,6,Aware and have NOT used/received
3586e4ac,2,8,F,25-34,Female,2-5 season,8,2,2,Too Many,990,Unaware
6ac7604c,2,272,LL,35-44,Male,1 season,9,6,9,Just right,990,Unaware
f9940b8c,2,523,T,45-54,Male,1 season,9,7,9,Just right,990,Unaware
ea5f6b58,2,417,R,65+,Male,1 season,5,2,4,Just right,990,Unaware
b62083e5,2,521,X,45-54,Male,21+ seasons,4,5,4,Just right,8,Aware and have NOT used/received
a06cdee3,2,49,E,25-34,Female,2-5 season,10 - Extremely satisfied,8,10 - Extremely satisfied,Just right,10 - Extremely satisfied,Aware and have used/received
2dd7bd96,2,323,R,45-54,Male,2-5 season,8,5,3,Too Few,2,Aware and have NOT used/received
588c65a3,2,509,G,65+,Male,11-20 season,9,2,9,Just right,990,Unaware
f30e79df,2,5,C,65+,Female,21+ seasons,10 - Extremely satisfied,6,5,Too Few,5,Aware and have used/received
f5fdf703,2,338,D,35-44,Female,2-5 season,9,9,8,Too Few,990,Unaware
9d5f3c88,2,239,Q,65+,Female,21+ seasons,10 - Extremely satisfied,7,10 - Extremely satisfied,Just right,8,Aware and have used/received
8652d7fb,2,483,OO,45-54,Male,1 season,8,6,8,Just right,990,Unaware
6c4e39c4,2,22,L,55-64,Male,21+ seasons,9,8,8,Just right,990,Unaware
934cea6e,2,500,NN,65+,Male,21+ seasons,7,5,3,Too few,5,Aware and have NOT used/received
8f3f05cb,2,512,Y,55-64,Male,21+ seasons,5,3,8,Just right,10 - Extremely satisfied,Aware and have NOT used/received
5304ec17,2,152,R,65+,Female,1 season,10 - Extremely satisfied,8,10 - Extremely satisfied,Just right,990,Unaware
25c5e25b,2,199,D,45-54,Female,2-5 season,5,10 - Extremely satisfied,3,Too Few,990,Aware and have NOT used/received
d889d3e0,2,111,U,45-54,Female,6-10 season,8,3,5,Just Right,8,Aware and have NOT used/received
8ffae9cf,2,349,S,55-64,Male,11-20 season,8,6,8,Just right,10 - Extremely satisfied,Aware and have used/received
