,uuid,Wave,Section,Row,Age,Gender,Tenure,Ovr_Sat,Team_Sat,Comm_Sat,Comm_Freq,Benefit_Aware
292,37538cb2,1,86,J,55-64,Female,11-15 season,8,6,4,Too Few,Aware and have used/received
293,9e8f9042,1,507,GG,25-34,Male,11-15 season,7,6,10,Too Many,Unaware
294,c1caf239,1,59,B,65+,Female,2-5 season,7,3,6,Too Few,Aware and have NOT used/received
295,208e15dd,1,350,U,45-54,Male,2-5 season,9,6,7,Just Right,Unaware
296,5d5f5c8c,1,412,R,55-64,Male,2-5 season,6,8,8,Just Right,Aware and have NOT used/received
297,2effe2f0,1,38,Z,25-34,Male,6-10 season,6,10,8,Too Many,Aware and have used/received
298,772f31bd,1,405,D,55-64,Male,1 season,9,9,9,Too Few,Aware and have NOT used/received
299,93e59b44,1,361,D,45-54,Female,2-5 season,7,10,5,Too Few,Unaware
300,f7b34b40,1,59,E,45-54,Female,2-5 season,10,10,10,Just Right,Aware and have NOT used/received
301,4000401c,1,370,V,35-44,Female,6-10 season,9,8,9,Too Many,Unaware
302,d178aae5,1,339,Q,25-34,Male,16-20 season,4,7,10,Just Right,Aware and have used/received
303,4.74E+64,1,239,HH,55-64,Male,21+ seasons,1,8,7,Too Few,Unaware
304,2720bdd0,1,373,O,65+,Male,6-10 season,10,3,5,Just Right,Unaware
305,3f5f7372,1,34,E,65+,Male,21+ seasons,9,8,8,Just Right,Unaware
306,e9383cf9,1,133,AA,55-64,Male,21+ seasons,9,4,9,Just Right,Aware and have NOT used/received
307,4987f369,1,511,C,55-64,Male,11-20 season,8,8,8,Just Right,Unaware
308,ce45fd5e,1,486,II,Prefer not to answer,Male,21+ seasons,3,4,1,Too Few,Aware and have NOT used/received
309,54e1a78c,1,470,KK,35-44,Female,2-5 season,9,3,1,Too Few,Aware and have NOT used/received
310,046be3da,1,428,EE,65+,Female,11-15 season,7,4,5,Too Many,Aware and have NOT used/received
311,74353089,1,444,GG,45-54,Male,16-20 season,7,10,10,Too Many,Aware and have NOT used/received
312,dc1f26ff,1,268,KK,55-64,Male,11-20 season,7,4,5,Just Right,Aware and have NOT used/received
313,1fe519d8,1,84,K,35-44,Female,2-5 season,10,1,1,Too Many,Aware and have used/received
314,fcfa4ead,1,68,X,55-64,Male,21+ seasons,9,6,6,Just Right,Aware and have NOT used/received
315,0c0ccdbb,1,92,Y,55-64,Male,2-5 season,6,6,10,Just Right,Unaware
316,4cda9c22,1,408,KK,55-64,Female,2-5 season,9,9,9,Just Right,Aware and have NOT used/received
317,580ade57,1,124,AA,55-64,Male,6-10 season,5,7,4,Too Few,Unaware
318,ad5e8c91,1,70,L,65+,Male,21+ seasons,9,9,9,Just Right,Aware and have used/received
319,9f6e7931,1,385,V,65+,Female,2-5 season,7,5,6,Just Right,Unaware
320,aa4c6459,1,174,G,45-54,Female,11-15 season,8,4,9,Just Right,Unaware
321,6696300d,1,248,FF,45-54,Male,21+ seasons,8,10,10,Just Right,Aware and have NOT used/received
322,e4f90cc4,1,131,CC,55-64,Male,6-10 season,9,5,10,Just Right,Aware and have NOT used/received
323,39a573d3,1,528,J,45-54,Male,2-5 season,6,9,6,Just Right,Aware and have NOT used/received
324,d485a806,1,98,I,45-54,Female,11-15 season,9,10,7,Just Right,Aware and have NOT used/received
325,f3069426,1,520,X,65+,Female,16-20 season,10,4,5,Too Few,Aware and have NOT used/received
326,0f717513,1,536,W,55-64,Male,2-5 season,7,6,8,Too Few,Unaware
327,f84bff2a,1,419,I,55-64,Male,6-10 season,9,8,8,Just Right,Unaware
328,34879914,1,513,MM,35-44,Female,16-20 season,10,3,8,Too Few,Aware and have used/received
329,6e3d2452,1,245,BB,45-54,Male,11-20 season,3,6,8,Just Right,Unaware
330,b8c242ce,1,454,MM,65+,Female,6-10 season,5,4,9,Just Right,Aware and have NOT used/received
331,01c1b98b,1,44,V,45-54,Female,16-20 season,7,6,6,Just Right,Unaware
332,d9e490aa,1,383,P,65+,Male,21+ seasons,2,5,2,Too Few,Unaware
333,ad394c7c,1,371,OO,55-64,Male,2-5 season,9,9,9,Just Right,Unaware
334,4f814069,1,264,P,45-54,Male,2-5 season,10,6,10,Just Right,Aware and have NOT used/received
335,49b686d5,1,38,B,45-54,Male,6-10 season,8,10,10,Too Many,Aware and have NOT used/received
336,2afaa3f2,1,513,N,35-44,Female,2-5 season,3,2,9,Too Many,Aware and have NOT used/received
337,04d4d9f7,1,269,P,45-54,Male,11-20 season,7,5,6,Too Few,Aware and have NOT used/received
338,d67dd45d,1,146,GG,65+,Male,21+ seasons,3,5,7,Just Right,Unaware
339,6d9c2d20,1,88,Z,45-54,Female,6-10 season,6,8,8,Just Right,Unaware
340,4a7776c4,1,52,T,65+,Male,21+ seasons,7,5,7,Just Right,Unaware
341,64432ef3,1,313,OO,65+,Male,11-20 season,8,6,6,Just Right,Aware and have NOT used/received
342,edffa44f,1,292,I,45-54,Male,11-15 season,3,7,6,Too Many,Aware and have used/received
343,56c48fce,1,458,II,55-64,Male,2-5 season,8,6,4,Too Few,Unaware
344,a4c16a26,1,61,O,35-44,Male,21+ seasons,8,5,8,Just Right,Aware and have used/received
345,d37317c2,1,471,Z,65+,Male,21+ seasons,7,7,8,Just Right,Aware and have NOT used/received
346,795cb1ba,1,357,S,55-64,Female,2-5 season,10,3,8,Just Right,Unaware
347,64522456,1,183,LL,45-54,Male,6-10 season,7,4,1,Too Few,Aware and have NOT used/received
348,5a0d88d9,1,68,P,45-54,Female,1 season,8,4,6,Too Few,Unaware
349,a8215b44,1,279,AA,45-54,Male,11-20 season,7,8,8,Just Right,Unaware
350,7d4ba7aa,1,414,FF,45-54,Female,21+ seasons,5,4,7,Just Right,Unaware
351,5cad0bd9,1,550,P,35-44,Female,6-10 season,7,10,8,Too Few,Aware and have NOT used/received
352,6e496df7,1,187,D,55-64,Male,21+ seasons,10,8,8,Just Right,Aware and have used/received
353,b89420ca,1,164,OO,35-44,Male,2-5 season,10,5,10,Just Right,Aware and have used/received
354,b764d4e6,1,39,P,65+,Male,21+ seasons,5,10,10,Just Right,Aware and have NOT used/received
355,7f22bde7,1,352,H,45-54,Male,21+ seasons,5,6,4,Just Right,Aware and have NOT used/received
356,80b7050c,1,287,OO,55-64,Male,21+ seasons,4,8,5,Just Right,Unaware
357,910977d7,1,546,S,65+,Male,11-20 season,8,7,8,Just Right,Unaware
358,72f12682,1,309,II,45-54,Male,6-10 season,8,7,7,Just Right,Aware and have NOT used/received
359,f4a87a04,1,147,X,35-44,Female,2-5 season,9,6,3,Too Many,Unaware
360,eda130ee,1,541,BB,35-44,Male,6-10 season,6,4,3,Too Few,Unaware
361,5d0f5f4f,1,424,HH,65+,Female,11-20 season,9,8,9,Just Right,Aware and have NOT used/received
362,2a853379,1,364,Q,65+,Male,21+ seasons,10,5,6,Just Right,Aware and have used/received
363,c3c08ead,1,275,JJ,55-64,Female,6-10 season,9,4,2,Just Right,Aware and have NOT used/received
364,3dbeaddb,1,114,OO,55-64,Prefer not to answer,6-10 season,5,1,8,Too Few,Aware and have NOT used/received
365,5f13c32f,1,547,N,65+,Male,2-5 season,9,6,9,Just Right,Unaware
366,a95f6f0e,1,84,T,55-64,Male,2-5 season,9,6,8,Just Right,Unaware
367,4d2cc4a3,1,115,II,55-64,Male,11-15 season,6,4,2,Too Many,Aware and have NOT used/received
368,5e117b76,1,35,E,55-64,Male,21+ seasons,3,7,10,Just Right,Unaware
369,6731bf2c,1,33,J,55-64,Male,11-15 season,5,2,3,Just Right,Aware and have used/received
370,7546a785,1,420,LL,45-54,Male,2-5 season,10,1,3,Just Right,Unaware
371,cb4333d4,1,435,E,65+,Female,11-15 season,2,8,9,Just Right,Unaware
372,3db29d8c,1,44,T,35-44,Male,16-20 season,9,9,4,Too Few,Unaware
373,e441c528,1,314,H,45-54,Female,6-10 season,9,7,1,Too Few,Unaware
374,8fe8df9c,1,98,S,45-54,Female,2-5 season,10,8,10,Just Right,Aware and have NOT used/received
375,4d6d2423,1,73,P,25-34,Male,11-20 season,5,7,7,Just Right,Aware and have NOT used/received
376,7508bfcb,1,92,O,55-64,Male,2-5 season,8,5,8,Just Right,Aware and have NOT used/received
377,2e54d3f3,1,542,KK,55-64,Female,6-10 season,5,10,8,Just Right,Unaware
378,0d35cfab,1,211,P,45-54,Male,2-5 season,7,7,7,Just Right,Unaware
379,2480e68b,1,294,A,45-54,Male,11-15 season,3,2,3,Too Many,Unaware
380,e7d71d3b,1,470,O,45-54,Female,6-10 season,10,5,9,Just Right,Unaware
381,e3ffc507,1,549,AA,45-54,Male,2-5 season,9,5,2,Too Few,Unaware
382,c8b93b23,1,9,O,65+,Male,21+ seasons,5,5,5,Just Right,Unaware
383,98890805,1,33,N,65+,Male,6-10 season,8,6,6,Too Many,Unaware
384,081aa031,1,78,U,55-64,Male,6-10 season,10,6,10,Too Few,Aware and have used/received
385,499aa48d,1,248,HH,65+,Male,1 season,6,6,6,Too Many,Unaware
386,ce4f6413,1,4,Z,65+,Male,11-15 season,6,10,10,Too Many,Unaware
387,b88feaa8,1,517,J,45-54,Male,2-5 season,7,5,7,Too Few,Aware and have NOT used/received
388,abdb3765,1,329,J,55-64,Female,21+ seasons,1,5,1,Just Right,Aware and have NOT used/received
389,2da2f5c7,1,76,N,55-64,Female,2-5 season,9,5,3,Just Right,Unaware
390,f4ec97e8,1,206,M,55-64,Female,2-5 season,6,5,4,Too Many,Unaware
391,8f66efad,1,308,II,25-34,Female,16-20 season,8,7,8,Too Few,Unaware
392,7e389735,1,464,X,55-64,Male,21+ seasons,5,4,5,Just Right,Aware and have used/received
393,9de8b7ab,1,96,C,65+,Male,11-20 season,1,5,5,Just Right,Aware and have NOT used/received
394,7b70c9df,1,451,GG,65+,Male,21+ seasons,7,5,7,Just Right,Unaware
395,a62ff2d3,1,81,Y,55-64,Female,11-20 season,10,7,9,Just Right,Aware and have NOT used/received
396,c16f6f3d,1,335,H,45-54,Male,6-10 season,9,8,8,Just Right,Aware and have NOT used/received
397,e89a6b88,1,127,C,65+,Male,21+ seasons,9,6,9,Just Right,Unaware
398,bad374b2,1,308,KK,55-64,Female,6-10 season,7,4,2,Too Many,Aware and have NOT used/received
399,be97f75e,1,49,K,25-34,Female,16-20 season,2,2,7,Too Few,Unaware
400,4352d6e3,1,342,F,45-54,Male,6-10 season,9,8,2,Too Many,Aware and have NOT used/received
401,0c0b1508,1,117,EE,25-34,Female,11-15 season,9,4,3,Too Few,Unaware
402,231a7137,1,426,F,65+,Male,21+ seasons,8,8,9,Just Right,Unaware
403,799a0a4a,1,124,V,55-64,Male,2-5 season,8,3,7,Too Few,Aware and have NOT used/received
404,7a1c7d18,1,202,Q,55-64,Male,21+ seasons,8,7,8,Just Right,Aware and have NOT used/received
405,018a25b9,1,185,W,55-64,Male,21+ seasons,8,5,5,Just Right,Aware and have used/received
406,1e87d377,1,401,DD,45-54,Male,21+ seasons,8,7,7,Just Right,Aware and have NOT used/received
407,02b29fa2,1,192,Z,35-44,Male,2-5 season,10,6,6,Just Right,Unaware
408,7b29c55c,1,500,HH,55-64,Female,11-20 season,5,3,3,Too Few,Unaware
409,4a8fd27a,1,284,EE,45-54,Female,21+ seasons,4,3,9,Just Right,Aware and have NOT used/received
410,135811d2,1,108,II,45-54,Female,2-5 season,9,9,8,Just Right,Aware and have NOT used/received
411,35108f69,1,526,K,55-64,Female,2-5 season,4,8,8,Too Many,Aware and have used/received
412,403d300f,1,386,Y,65+,Male,21+ seasons,7,8,8,Too Few,Aware and have NOT used/received
413,c2dda5d7,1,10,E,45-54,Female,6-10 season,7,8,4,Too Many,Unaware
414,75e000e9,1,216,HH,65+,Female,11-15 season,8,9,1,Too Few,Aware and have NOT used/received
415,035d4e0c,1,411,Z,45-54,Male,2-5 season,9,7,5,Just Right,Unaware
416,3b41f944,1,304,E,25-34,Female,21+ seasons,9,7,7,Just Right,Aware and have NOT used/received
417,9b527e47,1,255,J,55-64,Male,11-15 season,10,5,9,Too Few,Unaware
418,589c43d4,1,253,P,55-64,Male,21+ seasons,10,8,10,Just Right,Aware and have used/received
419,7647a0e5,1,70,D,55-64,Female,2-5 season,9,7,4,Just Right,Unaware
420,5c3a3062,1,258,CC,45-54,Female,16-20 season,5,1,6,Just Right,Unaware
421,d2b29b5d,1,375,Y,55-64,Male,6-10 season,6,7,5,Just Right,Unaware
422,3f5e462b,1,187,J,45-54,Male,2-5 season,9,3,9,Just Right,Unaware
423,50b3bdc2,1,538,I,65+,Male,21+ seasons,7,8,5,Just Right,Aware and have NOT used/received
424,15c99d5f,1,154,LL,45-54,Male,2-5 season,3,8,6,Just Right,Aware and have NOT used/received
425,cbbdcb6f,1,80,R,35-44,Female,2-5 season,9,7,8,Just Right,Aware and have NOT used/received
426,1a863249,1,71,T,25-34,Male,21+ seasons,10,1,3,Too Few,Unaware
427,90e5eb18,1,429,MM,45-54,Female,2-5 season,10,5,6,Too Many,Unaware
428,cc626717,1,253,N,45-54,Male,21+ seasons,10,5,9,Just Right,Aware and have NOT used/received
429,daa3b395,1,423,V,55-64,Female,6-10 season,7,6,10,Too Few,Aware and have NOT used/received
430,95a77d06,1,57,L,55-64,Male,2-5 season,8,6,6,Just Right,Aware and have used/received
431,57266a50,1,322,P,65+,Prefer not to answer,21+ seasons,5,6,5,Too Few,Aware and have NOT used/received
432,bf4f2c1d,1,398,Y,65+,Male,21+ seasons,8,7,8,Too Many,Aware and have NOT used/received
433,003c6f36,1,243,BB,65+,Male,21+ seasons,4,3,5,Too Few,Aware and have NOT used/received
434,f51babbe,1,304,D,45-54,Female,2-5 season,5,1,5,Just Right,Aware and have NOT used/received
435,a300b996,1,263,L,65+,Female,16-20 season,7,6,3,Just Right,Aware and have NOT used/received
436,f97s31h3,1,125,LL,25-34,Male,2-5 season,1,10,2,Just Right,Aware and have used/received
437,5a8aca36,1,494,V,45-54,Male,11-20 season,8,3,7,Just Right,Aware and have NOT used/received
438,7bc2ce0e,1,142,R,45-54,Female,16-20 season,10,10,5,Too Few,Unaware
439,3e9b2eea,1,386,K,65+,Female,1 season,6,9,8,Too Few,Aware and have NOT used/received
440,2dd66875,1,404,DD,55-64,Male,21+ seasons,7,8,7,Just Right,Aware and have used/received
441,700725fd,1,470,LL,55-64,Male,21+ seasons,10,9,10,Just Right,Aware and have used/received
442,b17edd0d,1,124,O,55-64,Female,16-20 season,1,1,2,Just Right,Aware and have used/received
443,9450d4cb,1,261,K,65+,Female,21+ seasons,6,9,8,Just Right,Unaware
444,e3aa9984,1,123,JJ,55-64,Male,21+ seasons,10,8,7,Just Right,Aware and have NOT used/received
445,bfc7b9d0,1,338,MM,35-44,Male,16-20 season,10,3,7,Too Few,Aware and have NOT used/received
446,fdcb213c,1,246,F,65+,Female,11-15 season,7,5,7,Just Right,Unaware
447,18cfb7a0,1,316,EE,45-54,Male,16-20 season,4,4,10,Too Many,Unaware
448,9ce7cf8c,1,135,D,65+,Male,21+ seasons,9,5,7,Just Right,Aware and have used/received
449,7b05a00e,1,64,B,65+,Male,16-20 season,2,6,4,Just Right,Unaware
450,86df55ba,1,21,G,45-54,Male,11-15 season,9,4,5,Just Right,Aware and have NOT used/received
451,60f5323e,1,549,I,65+,Male,21+ seasons,8,6,5,Too Few,Unaware
452,673b43ca,1,509,M,65+,Female,21+ seasons,9,7,10,Just Right,Unaware
453,f841f272,1,495,CC,55-64,Male,21+ seasons,10,9,9,Just Right,Unaware
454,90dab205,1,94,P,55-64,Male,21+ seasons,2,2,10,Just Right,Unaware
455,079f4363,1,166,O,45-54,Male,2-5 season,10,10,10,Too Few,Unaware
456,0e9f4303,1,424,CC,45-54,Female,2-5 season,9,7,10,Just Right,Unaware
457,aff1ee3e,1,399,F,45-54,Male,2-5 season,10,8,7,Too Few,Unaware
458,7e336ac5,1,529,C,55-64,Female,11-20 season,6,5,6,Just Right,Aware and have NOT used/received
459,0b919514,1,407,CC,55-64,Male,21+ seasons,6,5,8,Just Right,Unaware
460,730fd546,1,417,GG,45-54,Male,2-5 season,9,7,10,Too Few,Unaware
461,29eba86c,1,437,L,55-64,Male,6-10 season,7,8,9,Just Right,Unaware
462,d24fe31b,1,178,I,55-64,Female,6-10 season,5,10,8,Too Many,Unaware
463,16146cb9,1,266,F,65+,Male,11-20 season,1,5,6,Just Right,Aware and have used/received
464,e06db4d2,1,482,P,55-64,Male,16-20 season,8,7,10,Too Many,Unaware
465,64dd22b7,1,520,GG,55-64,Male,11-20 season,10,9,9,Just Right,Aware and have used/received
466,38ff330c,1,487,G,45-54,Male,6-10 season,6,6,4,Too Few,Unaware
467,d35380bc,1,365,G,55-64,Female,16-20 season,5,10,6,Too Few,Unaware
468,190280c8,1,514,BB,45-54,Male,2-5 season,7,7,6,Too Few,Aware and have NOT used/received
469,88296100,1,449,S,65+,Male,2-5 season,9,3,7,Too Many,Unaware
470,b6b53cb6,1,82,A,35-44,Male,11-15 season,6,9,10,Too Few,Unaware
471,ce3b23a0,1,93,Y,55-64,Male,21+ seasons,5,3,7,Just Right,Unaware
472,84f20d04,1,427,X,45-54,Male,21+ seasons,5,1,6,Just Right,Aware and have used/received
473,b86b97fd,1,218,M,65+,Male,21+ seasons,3,6,6,Too Few,Unaware
474,5767a4bd,1,382,KK,65+,Male,6-10 season,9,1,9,Too Many,Unaware
475,6383486f,1,134,FF,35-44,Male,6-10 season,7,5,6,Too Few,Aware and have NOT used/received
476,ecf083c1,1,329,GG,45-54,Male,6-10 season,7,1,7,Too Many,Aware and have NOT used/received
477,ea50e6db,1,269,H,65+,Male,21+ seasons,8,9,9,Just Right,Unaware
478,b98e099c,1,346,J,45-54,Male,6-10 season,7,6,8,Just Right,Unaware
479,87f54d63,1,519,T,55-64,Male,2-5 season,10,2,2,Just Right,Aware and have NOT used/received
480,047809cb,1,335,KK,65+,Male,2-5 season,8,8,10,Just Right,Unaware
481,287af330,1,262,KK,45-54,Female,6-10 season,2,3,6,Too Many,Unaware
482,e3784ede,1,155,AA,45-54,Male,21+ seasons,10,8,10,Just Right,Unaware
483,f9be0001,1,55,K,25-34,Female,6-10 season,9,9,10,Too Few,Unaware
484,dc3d3479,1,38,J,65+,Female,21+ seasons,9,8,8,Just Right,Aware and have NOT used/received
485,e2c1890e,1,290,Q,45-54,Female,6-10 season,6,3,1,Too Few,Aware and have used/received
486,8ecf7d37,1,193,JJ,65+,Prefer not to answer,11-20 season,10,5,10,Just Right,Aware and have NOT used/received
487,273cc1b6,1,531,Z,65+,Male,2-5 season,9,7,6,Just Right,Unaware
488,520ed076,1,169,LL,Prefer not to answer,Male,6-10 season,5,3,8,Just Right,Aware and have NOT used/received
489,c9b8ed08,1,513,I,55-64,Male,21+ seasons,8,4,9,Too Many,Aware and have NOT used/received
490,60923ad7,1,237,E,55-64,Male,21+ seasons,9,5,1,Too Many,Aware and have NOT used/received
491,826b90aa,1,140,II,55-64,Male,6-10 season,8,9,5,Too Few,Unaware
492,ee2bcc22,1,497,JJ,55-64,Prefer not to answer,6-10 season,5,5,5,Too Many,Aware and have used/received
493,44fc19f7,1,84,H,55-64,Female,21+ seasons,4,9,6,Just Right,Aware and have NOT used/received
494,594d3e77,1,169,O,25-34,Male,11-15 season,5,1,5,Too Few,Unaware
495,18fb9027,1,367,F,65+,Female,21+ seasons,9,10,9,Just Right,Unaware
496,95004be3,1,374,JJ,65+,Male,21+ seasons,5,7,5,Just Right,Unaware
497,ed68ee42,1,152,X,55-64,Male,21+ seasons,10,8,7,Too Few,Unaware
498,60234ee1,1,541,KK,35-44,Male,11-15 season,4,7,2,Just Right,Unaware
499,6c978377,1,219,N,45-54,Male,2-5 season,7,2,6,Just Right,Aware and have used/received
500,7e7b5459,1,29,S,65+,Female,1 season,10,5,4,Just Right,Aware and have NOT used/received
501,ae93ebe6,1,25,H,55-64,Male,21+ seasons,6,6,8,Too Few,Unaware
502,c61f2779,1,283,U,45-54,Female,2-5 season,8,6,5,Too Few,Aware and have NOT used/received
503,fe81b8ee,1,183,OO,45-54,Prefer not to answer,11-20 season,8,5,8,Just Right,Unaware
504,394ee69c,1,93,C,45-54,Female,21+ seasons,5,7,9,Too Many,Aware and have NOT used/received
505,36426a27,1,457,I,65+,Male,11-15 season,8,10,9,Just Right,Aware and have NOT used/received
506,9e80c4e2,1,24,K,55-64,Male,2-5 season,10,7,9,Just Right,Aware and have NOT used/received
507,3a6b7fc2,1,189,FF,55-64,Male,1 season,4,8,2,Too Many,Unaware
508,45a8a9cb,1,235,F,25-34,Male,11-20 season,10,10,10,Just Right,Unaware
509,c995a2e7,1,532,S,55-64,Male,21+ seasons,6,8,8,Just Right,Unaware
510,e32b088e,1,230,BB,Prefer not to answer,Male,2-5 season,8,7,8,Just Right,Aware and have NOT used/received
511,863785a3,1,347,L,35-44,Male,11-15 season,8,4,9,Too Many,Aware and have used/received
512,34a7fbeb,1,546,AA,45-54,Male,2-5 season,10,6,3,Too Many,Unaware
513,a2c01e14,1,153,LL,55-64,Female,21+ seasons,1,5,8,Just Right,Unaware
514,af053d46,1,391,GG,65+,Female,21+ seasons,6,4,6,Just Right,Unaware
515,6fff76a6,1,273,I,55-64,Male,21+ seasons,7,7,3,Too Few,Aware and have NOT used/received
516,ba784928,1,105,O,45-54,Male,2-5 season,10,10,10,Just Right,Unaware
517,5704c89e,1,277,KK,25-34,Female,11-15 season,10,10,1,Too Many,Unaware
518,1d5d7685,1,393,T,25-34,Female,6-10 season,9,1,8,Too Many,Unaware
519,7bd356c5,1,429,J,55-64,Male,21+ seasons,5,3,2,Too Few,Aware and have used/received
520,527a04ac,1,117,DD,35-44,Female,21+ seasons,7,7,10,Just Right,Aware and have NOT used/received
521,203dcb5b,1,130,E,45-54,Male,21+ seasons,8,8,8,Just Right,Aware and have used/received
522,e240f867,1,430,Y,45-54,Female,2-5 season,9,2,4,Too Many,Aware and have NOT used/received
523,f978c9e9,1,505,B,45-54,Female,2-5 season,8,8,4,Too Many,Aware and have used/received
524,31d0fc1e,1,452,GG,Prefer not to answer,Prefer not to answer,21+ seasons,7,4,10,Just Right,Unaware
525,7b586585,1,431,T,55-64,Female,21+ seasons,10,7,10,Just Right,Aware and have NOT used/received
526,75f92f30,1,172,EE,35-44,Male,6-10 season,10,4,6,Just Right,Aware and have NOT used/received
527,81d74eec,1,151,V,65+,Male,11-20 season,7,5,6,Just Right,Aware and have NOT used/received
528,b3caf805,1,143,II,45-54,Female,6-10 season,6,10,2,Just Right,Unaware
529,85e3cdad,1,136,A,55-64,Male,21+ seasons,1,3,2,Too Few,Aware and have NOT used/received
530,0c51afe1,1,100,A,45-54,Female,2-5 season,7,1,5,Too Many,Aware and have used/received
531,39499de6,1,487,O,65+,Male,6-10 season,3,3,2,Too Many,Unaware
532,18c9ecf4,1,212,W,55-64,Female,2-5 season,6,2,3,Too Few,Unaware
533,39d73ad9,1,112,K,25-34,Female,16-20 season,6,9,5,Too Many,Aware and have NOT used/received
534,cbf7c894,1,7,V,55-64,Female,6-10 season,10,8,9,Too Few,Unaware
535,13e8fb73,1,365,L,65+,Female,21+ seasons,5,7,5,Just Right,Aware and have NOT used/received
536,089ae324,1,532,K,65+,Male,21+ seasons,5,2,2,Too Many,Aware and have NOT used/received
537,9ad34ec8,1,449,L,35-44,Female,11-15 season,10,10,5,Just Right,Unaware
538,7a638677,1,197,F,65+,Male,21+ seasons,9,4,6,Too Few,Unaware
539,9.03E+06,1,174,Y,45-54,Female,2-5 season,8,10,8,Too Many,Aware and have NOT used/received
540,df013e3a,1,344,V,25-34,Female,2-5 season,2,10,10,Just Right,Unaware
541,9779c068,1,243,D,45-54,Female,2-5 season,6,5,6,Just Right,Unaware
542,0ec350c5,1,208,R,35-44,Male,2-5 season,9,7,8,Just Right,Unaware
543,0e6320d3,1,393,CC,55-64,Male,21+ seasons,7,8,6,Too Few,Unaware
544,81386f14,1,215,BB,65+,Male,21+ seasons,5,6,2,Too Few,Unaware
545,1ffa90c9,1,220,B,55-64,Male,2-5 season,10,4,4,Just Right,Unaware
546,6581a07d,1,46,G,65+,Male,6-10 season,9,7,6,Just Right,Unaware
547,e24a861f,1,135,HH,65+,Male,21+ seasons,3,8,8,Just Right,Unaware
548,59477cb6,1,133,J,45-54,Female,21+ seasons,5,4,9,Just Right,Unaware
549,56e68f10,1,44,V,55-64,Female,21+ seasons,9,9,9,Just Right,Unaware
550,be78fb03,1,136,D,35-44,Male,21+ seasons,5,7,5,Just Right,Unaware
551,a25cb749,1,157,DD,55-64,Male,6-10 season,10,8,6,Just Right,Unaware
552,89878f00,1,208,I,45-54,Male,2-5 season,8,8,8,Just Right,Unaware
553,a6e3f728,1,20,E,45-54,Male,2-5 season,10,8,10,Just Right,Aware and have NOT used/received
554,252c77e8,1,162,OO,35-44,Female,2-5 season,10,6,6,Just Right,Unaware
555,3b11c2dd,1,482,FF,45-54,Male,2-5 season,8,7,8,Just Right,Unaware
556,78c9cc11,1,193,L,65+,Male,11-20 season,4,5,3,Too Few,Unaware
557,86c6e4b9,1,538,I,65+,Male,11-20 season,5,1,5,Just Right,Unaware
558,cc26942a,1,56,X,55-64,Male,21+ seasons,9,9,9,Just Right,Unaware
559,5b2c4ff9,1,352,L,65+,Male,11-15 season,10,10,1,Just Right,Aware and have NOT used/received
560,05174b02,1,147,EE,55-64,Male,21+ seasons,9,8,10,Just Right,Aware and have NOT used/received
561,036684b3,1,461,E,25-34,Female,16-20 season,8,8,1,Just Right,Unaware
562,cbad4a2e,1,105,P,35-44,Male,6-10 season,4,7,9,Too Few,Aware and have NOT used/received
563,f05cde32,1,203,A,45-54,Female,16-20 season,7,1,7,Too Many,Unaware
564,7f44740f,1,468,KK,45-54,Male,6-10 season,4,2,5,Just Right,Unaware
565,7cb4b2c7,1,95,L,35-44,Male,2-5 season,10,8,10,Just Right,Aware and have NOT used/received
566,612c916a,1,418,E,45-54,Female,16-20 season,9,10,1,Just Right,Unaware
567,115ee02a,1,219,G,55-64,Male,6-10 season,8,2,9,Just Right,Aware and have used/received
568,764c8e26,1,188,Y,65+,Female,11-20 season,10,10,10,Just Right,Unaware
569,da8980f3,1,345,HH,45-54,Male,16-20 season,7,3,1,Too Few,Aware and have used/received
570,7.23E+85,1,410,Q,55-64,Male,6-10 season,4,5,2,Too Many,Unaware
571,736a0b54,1,212,JJ,45-54,Male,2-5 season,7,7,7,Just Right,Unaware
572,a6106dcb,1,180,N,55-64,Female,11-20 season,6,6,6,Just Right,Unaware
573,06fdab0e,1,122,DD,65+,Male,2-5 season,10,10,4,Too Many,Unaware
574,dc09790c,1,180,BB,45-54,Male,11-20 season,7,4,6,Just Right,Unaware
575,6ab61a19,1,349,II,65+,Female,11-15 season,10,5,10,Too Few,Aware and have NOT used/received
576,cd30f291,1,85,V,65+,Male,21+ seasons,1,7,5,Too Few,Unaware
577,f066d8ef,1,441,O,45-54,Female,6-10 season,4,6,7,Just Right,Aware and have NOT used/received
578,b694d13c,1,159,U,55-64,Female,21+ seasons,6,3,8,Just Right,Aware and have NOT used/received
579,5e5d85a1,1,27,P,45-54,Prefer not to answer,11-20 season,6,7,5,Too Many,Unaware
580,ca25ed3e,1,430,W,35-44,Male,6-10 season,10,10,10,Just Right,Aware and have used/received
581,39831095,1,394,D,65+,Female,6-10 season,5,6,6,Too Few,Aware and have NOT used/received
582,e1989f54,1,151,FF,55-64,Male,11-15 season,6,2,2,Too Few,Unaware
583,b0f9ff62,1,483,Y,65+,Male,11-20 season,6,4,8,Just Right,Aware and have NOT used/received
584,9c8b7235,1,161,OO,45-54,Female,6-10 season,9,2,6,Just Right,Aware and have NOT used/received
585,e0e4e490,1,282,Y,55-64,Female,21+ seasons,7,4,6,Just Right,Aware and have NOT used/received
586,18f926d6,1,452,BB,65+,Female,21+ seasons,8,9,8,Just Right,Unaware
