,uuid,Wave,Section,Row,Age,Gender,Tenure,Ovr_Sat,Team_Sat,Comm_Sat,Comm_Freq,Benefit_Aware
294,f5512626,2,220,O,35-44,Male,2-5 season,7,5,8,Just Right,Unaware
295,a6ea543d,2,272,GG,55-64,Male,11-20 season,9,8,9,Just Right,Unaware
296,37c88b21,2,55,T,25-34,Male,11-15 season,9,2,7,Too Many,Unaware
297,929d20ea,2,23,P,55-64,Female,11-15 season,6,2,2,Too Few,Aware and have NOT used/received
298,b502fc48,2,263,L,65+,Male,21+ seasons,8,5,9,Just Right,Unaware
299,50a3c47e,2,428,D,55-64,Female,2-5 season,10,7,9,Just Right,Unaware
300,7875349b,2,361,MM,45-54,Prefer not to answer,6-10 season,9,7,8,Just Right,Aware and have NOT used/received
301,99e6246b,2,480,EE,45-54,Male,1 season,10,8,9,Just Right,Aware and have NOT used/received
302,65ac8f47,2,419,D,45-54,Male,6-10 season,7,7,9,Just Right,Unaware
303,3b29872f,2,440,U,55-64,Female,2-5 season,7,5,7,Just Right,Unaware
304,456d3a59,2,422,D,45-54,Male,11-20 season,7,6,7,Just Right,Unaware
305,e4a1e9a5,2,166,P,45-54,Female,21+ seasons,10,8,10,Just Right,Aware and have NOT used/received
306,2540885e,2,533,I,55-64,Male,21+ seasons,7,7,7,Just Right,Unaware
307,8757983c,2,475,Q,35-44,Female,2-5 season,8,6,9,Just Right,Unaware
308,e440d52b,2,89,B,55-64,Female,2-5 season,9,7,8,Too Many,Aware and have used/received
309,221e74ed,2,154,GG,25-34,Female,2-5 season,9,3,7,Just Right,Aware and have NOT used/received
310,aff642ee,2,404,AA,65+,Male,6-10 season,8,3,9,Just Right,Aware and have NOT used/received
311,c3cdaafa,2,52,C,65+,Female,2-5 season,8,10,8,Too Few,Unaware
312,3a81e03f,2,132,GG,65+,Male,6-10 season,8,8,5,Too Few,Unaware
313,ac70b42c,2,356,L,45-54,Male,6-10 season,8,7,8,Just Right,Aware and have used/received
314,674bc6ec,2,134,U,65+,Male,6-10 season,7,6,6,Just Right,Aware and have used/received
315,b65c857c,2,23,Y,65+,Female,2-5 season,7,6,9,Just Right,Unaware
316,7ad810d9,2,93,Z,25-34,Male,2-5 season,8,8,8,Just Right,Aware and have NOT used/received
317,66fa6c26,2,445,CC,65+,Male,21+ seasons,7,1,10,Just Right,Aware and have NOT used/received
318,c8e98d23,2,464,K,25-34,Female,11-15 season,1,9,10,Too Many,Aware and have NOT used/received
319,fbcaf686,2,247,S,25-34,Male,2-5 season,8,10,8,Too Few,Unaware
320,93fc2d42,2,453,Z,25-34,Male,21+ seasons,9,6,9,Just Right,Unaware
321,0361f387,2,426,V,25-34,Male,16-20 season,7,10,9,Too Many,Aware and have NOT used/received
322,424dd698,2,153,B,55-64,Male,21+ seasons,5,1,9,Just Right,Aware and have NOT used/received
323,27ba5a79,2,547,W,65+,Male,1 season,8,8,7,Too Few,Aware and have NOT used/received
324,40b73339,2,32,X,45-54,Female,21+ seasons,6,9,5,Too Few,Unaware
325,e0725861,2,469,C,65+,Female,21+ seasons,9,5,10,Just Right,Unaware
326,d90274d6,2,497,GG,45-54,Male,6-10 season,7,6,8,Too Many,Aware and have used/received
327,400b1f8b,2,148,P,45-54,Male,11-20 season,9,6,7,Just Right,Aware and have NOT used/received
328,5b58e6e7,2,426,OO,65+,Female,21+ seasons,8,6,9,Just Right,Unaware
329,9dda7c7b,2,449,KK,35-44,Female,1 season,8,9,8,Just Right,Aware and have NOT used/received
330,15fe9d51,2,63,T,45-54,Male,2-5 season,10,8,8,Just Right,Aware and have used/received
331,c42f4291,2,378,I,55-64,Female,6-10 season,7,6,9,Too Few,Aware and have NOT used/received
332,139044ed,2,333,Y,55-64,Female,21+ seasons,7,5,2,Too Many,Unaware
333,dc046fe2,2,408,AA,55-64,Male,11-15 season,8,8,3,Too Few,Unaware
334,8d525475,2,22,S,55-64,Male,11-20 season,5,3,7,Too Few,Unaware
335,4c1b813a,2,373,CC,55-64,Male,6-10 season,1,5,7,Too Few,Unaware
336,b554d316,2,123,II,65+,Male,11-20 season,1,5,1,Too Few,Aware and have NOT used/received
337,5c3ccd6d,2,144,CC,45-54,Male,11-15 season,3,1,9,Just Right,Aware and have NOT used/received
338,6d9896eb,2,303,HH,55-64,Male,21+ seasons,9,5,8,Too Few,Aware and have NOT used/received
339,74e257e4,2,543,FF,45-54,Male,21+ seasons,4,9,5,Too Few,Aware and have NOT used/received
340,ba193788,2,302,K,55-64,Male,6-10 season,7,2,7,Just Right,Aware and have used/received
341,2d73baef,2,517,O,25-34,Female,11-15 season,6,8,9,Just Right,Unaware
342,c13c6df2,2,365,C,65+,Male,11-15 season,10,1,9,Just Right,Aware and have NOT used/received
343,0cf2af69,2,45,Y,45-54,Male,2-5 season,7,5,6,Too Few,Unaware
344,fcd884d3,2,329,L,35-44,Male,1 season,10,9,10,Just Right,Aware and have NOT used/received
345,7803f3f4,2,411,BB,25-34,Female,6-10 season,5,7,10,Just Right,Aware and have NOT used/received
346,5dedfcd4,2,436,T,65+,Male,1 season,7,3,7,Just Right,Aware and have NOT used/received
347,d27dd21e,2,155,V,65+,Male,21+ seasons,7,5,7,Just Right,Aware and have NOT used/received
348,674f9c27,2,201,I,45-54,Male,11-20 season,7,6,7,Just Right,Aware and have NOT used/received
349,fea2f0cc,2,6,B,55-64,Female,2-5 season,8,1,9,Too Few,Unaware
350,682665a7,2,487,L,45-54,Male,11-20 season,8,2,9,Just Right,Unaware
351,692edf83,2,203,CC,35-44,Female,1 season,8,8,7,Just Right,Unaware
352,a0beec15,2,162,O,65+,Male,2-5 season,7,3,6,Too Few,Aware and have NOT used/received
353,bc00de0a,2,501,S,25-34,Male,16-20 season,6,4,2,Too Many,Aware and have NOT used/received
354,0eb51088,2,403,W,65+,Female,21+ seasons,5,5,5,Just Right,Aware and have NOT used/received
355,b4c1d737,2,113,O,35-44,Female,1 season,6,1,6,Just Right,Unaware
356,a677e67a,2,146,MM,45-54,Female,21+ seasons,8,7,6,Too Few,Aware and have used/received
357,9be20dc8,2,335,O,55-64,Male,11-20 season,9,5,7,Just Right,Unaware
358,52d82c15,2,424,OO,45-54,Male,21+ seasons,2,5,3,Just Right,Unaware
359,4bd1fcb1,2,15,D,55-64,Male,11-15 season,8,8,1,Too Many,Unaware
360,b59bc2c2,2,361,II,65+,Male,2-5 season,6,6,8,Just Right,Aware and have NOT used/received
361,as1156dg,2,111,U,25-34,Female,1 season,3,1,1,Too Many,Unaware
362,59b875ff,2,479,HH,45-54,Male,1 season,10,6,10,Just Right,Unaware
363,1e8b0f7c,2,191,A,45-54,Male,16-20 season,8,8,2,Just Right,Unaware
364,486d21c1,2,351,P,65+,Female,11-15 season,5,1,7,Too Few,Aware and have NOT used/received
365,2bf62448,2,14,L,45-54,Male,2-5 season,9,9,7,Too Many,Unaware
366,3d136353,2,355,B,45-54,Female,21+ seasons,8,5,4,Just Right,Unaware
367,d086b06c,2,132,X,55-64,Female,11-15 season,10,1,9,Too Many,Unaware
368,86858067,2,217,U,45-54,Female,2-5 season,5,3,6,Too Few,Unaware
369,88b07930,2,492,N,65+,Male,21+ seasons,8,6,8,Just Right,Unaware
370,a61d288b,2,421,NN,45-54,Female,11-15 season,8,10,8,Too Few,Unaware
371,ffc1e6fe,2,238,R,45-54,Male,2-5 season,9,4,6,Too Few,Aware and have used/received
372,e60f8f02,2,210,JJ,55-64,Female,21+ seasons,10,6,2,Too Few,Unaware
373,f9de5738,2,299,S,35-44,Male,1 season,7,5,6,Just Right,Unaware
374,6bd43980,2,72,O,55-64,Male,2-5 season,10,6,1,Just Right,Unaware
375,60cfe095,2,513,H,65+,Male,21+ seasons,4,7,6,Just Right,Unaware
376,25db0520,2,401,Y,45-54,Male,11-15 season,10,5,1,Too Many,Unaware
377,88387627,2,404,U,55-64,Female,21+ seasons,10,6,8,Just Right,Unaware
378,c9ab174b,2,457,F,45-54,Male,2-5 season,8,1,8,Just Right,Unaware
379,777d0493,2,63,O,45-54,Male,21+ seasons,7,10,5,Too Few,Aware and have NOT used/received
380,38a64c5b,2,543,D,65+,Male,16-20 season,7,5,10,Too Few,Aware and have NOT used/received
381,f2ae130f,2,377,OO,65+,Male,16-20 season,7,8,5,Too Many,Aware and have NOT used/received
382,98f00197,2,364,A,65+,Male,21+ seasons,8,5,5,Just Right,Aware and have used/received
383,46f75a93,2,379,Q,65+,Male,21+ seasons,9,7,9,Just Right,Aware and have NOT used/received
384,6b94520a,2,413,Y,35-44,Male,2-5 season,9,6,8,Just Right,Unaware
385,1e705595,2,374,OO,55-64,Male,21+ seasons,3,3,4,Just Right,Unaware
386,0cd4d4fa,2,117,U,65+,Male,2-5 season,8,4,7,Just Right,Aware and have used/received
387,0ec978f0,2,114,B,45-54,Male,2-5 season,10,5,9,Too Few,Unaware
388,f8011cfb,2,535,O,55-64,Male,6-10 season,7,6,6,Too Few,Aware and have used/received
389,7026f59f,2,491,JJ,55-64,Male,21+ seasons,7,1,5,Too Few,Aware and have NOT used/received
390,3e8f4ff5,2,178,NN,65+,Male,11-20 season,8,4,7,Just Right,Aware and have NOT used/received
391,30d54f1b,2,290,D,55-64,Female,1 season,9,5,4,Too Few,Unaware
392,08c9ba44,2,348,J,45-54,Male,6-10 season,10,3,3,Too Many,Aware and have used/received
393,8093fff3,2,257,E,Prefer not to answer,Prefer not to answer,11-20 season,5,5,6,Just Right,Aware and have NOT used/received
394,653d8b87,2,457,AA,25-34,Female,2-5 season,8,4,5,Too Many,Aware and have NOT used/received
395,d8a16c8a,2,43,B,55-64,Male,11-15 season,9,10,1,Just Right,Unaware
396,550740f5,2,8,Z,55-64,Male,21+ seasons,10,5,5,Too Few,Unaware
397,d995fa2a,2,526,T,65+,Male,11-20 season,10,10,8,Too Few,Aware and have NOT used/received
398,5e0402ef,2,485,Y,45-54,Female,6-10 season,3,3,7,Too Many,Unaware
399,a9509f0f,2,223,NN,65+,Male,11-15 season,3,2,8,Just Right,Unaware
400,547169d3,2,175,II,55-64,Male,21+ seasons,1,3,3,Too Few,Unaware
401,5ac450c7,2,508,OO,55-64,Male,11-15 season,7,9,3,Too Few,Unaware
402,f5d6966b,2,137,NN,65+,Male,21+ seasons,7,7,7,Just Right,Unaware
403,cafeb14b,2,18,X,55-64,Female,6-10 season,9,3,10,Just Right,Unaware
404,c96d63e6,2,384,L,65+,Female,21+ seasons,5,5,5,Just Right,Unaware
405,4dd5c491,2,176,O,45-54,Male,2-5 season,8,7,8,Just Right,Unaware
406,bd331d73,2,249,X,55-64,Male,2-5 season,5,10,9,Too Few,Aware and have NOT used/received
407,ef811ccd,2,236,LL,65+,Male,21+ seasons,8,5,7,Just Right,Unaware
408,6a76b3a5,2,135,X,45-54,Male,2-5 season,7,5,7,Just Right,Unaware
409,45d8da83,2,224,B,65+,Male,6-10 season,9,5,9,Just Right,Unaware
410,4c6a5b1e,2,156,NN,45-54,Female,1 season,9,7,3,Too Many,Unaware
411,7be17f04,2,454,V,65+,Female,2-5 season,9,1,10,Too Few,Aware and have NOT used/received
412,1870551f,2,488,Z,55-64,Male,21+ seasons,9,6,7,Just Right,Unaware
413,a3b5449f,2,89,Z,55-64,Male,6-10 season,10,2,7,Too Few,Aware and have NOT used/received
414,53876ba9,2,404,JJ,45-54,Male,2-5 season,8,8,9,Too Few,Aware and have NOT used/received
415,ed9d87a3,2,314,C,65+,Male,2-5 season,6,7,5,Too Few,Aware and have NOT used/received
416,98659d73,2,240,B,65+,Female,1 season,10,5,8,Too Few,Unaware
417,cdfefcca,2,518,EE,55-64,Female,21+ seasons,2,4,8,Just Right,Unaware
418,d06ccde6,2,262,W,35-44,Male,6-10 season,7,5,4,Just Right,Unaware
419,f4914246,2,148,K,35-44,Male,2-5 season,9,8,7,Too Many,Aware and have NOT used/received
420,3ac1ba0d,2,523,H,65+,Male,21+ seasons,8,7,7,Just Right,Unaware
421,af1ffd70,2,501,J,55-64,Female,2-5 season,9,1,7,Too Many,Aware and have NOT used/received
422,ccc6c0c3,2,188,OO,65+,Male,21+ seasons,10,7,7,Just Right,Unaware
423,62e548ac,2,217,JJ,55-64,Male,6-10 season,7,3,8,Just Right,Aware and have NOT used/received
424,3419b452,2,167,V,35-44,Male,6-10 season,3,6,9,Just Right,Unaware
425,c0067212,2,190,CC,65+,Male,21+ seasons,6,2,3,Just Right,Unaware
426,2235500e,2,243,M,45-54,Male,6-10 season,5,9,10,Too Few,Aware and have NOT used/received
427,b00e115f,2,484,H,55-64,Female,2-5 season,9,4,10,Just Right,Unaware
428,f65cca5a,2,371,F,55-64,Female,21+ seasons,5,6,7,Just Right,Unaware
429,f64b2939,2,161,JJ,65+,Male,21+ seasons,5,5,7,Too Few,Unaware
430,07ca3b4f,2,60,A,55-64,Male,11-20 season,5,6,7,Just Right,Unaware
431,60cffced,2,527,E,35-44,Male,11-15 season,9,9,9,Too Few,Unaware
432,920ebdd6,2,529,Y,45-54,Male,21+ seasons,6,5,5,Too Few,Unaware
433,70754f29,2,316,U,55-64,Female,6-10 season,8,7,3,Too Few,Aware and have used/received
434,dd3ecd5a,2,449,JJ,35-44,Male,6-10 season,6,5,7,Just Right,Aware and have NOT used/received
435,c33f985c,2,534,P,45-54,Male,21+ seasons,2,5,8,Too Few,Unaware
436,22e05191,2,9,B,55-64,Male,2-5 season,8,8,3,Too Many,Aware and have NOT used/received
437,0a492722,2,325,FF,35-44,Female,11-15 season,9,1,4,Just Right,Aware and have NOT used/received
438,1870b02b,2,50,S,65+,Male,11-20 season,9,4,8,Just Right,Aware and have used/received
439,8dae6711,2,97,S,55-64,Female,21+ seasons,6,5,6,Too Few,Unaware
440,0196f8e9,2,332,X,45-54,Female,1 season,9,4,8,Just Right,Aware and have used/received
441,c3f27cbc,2,252,FF,55-64,Male,21+ seasons,6,2,6,Too Few,Aware and have NOT used/received
442,266d947c,2,372,GG,45-54,Male,1 season,10,7,9,Just Right,Aware and have NOT used/received
443,b8f318ae,2,365,II,65+,Male,21+ seasons,8,8,10,Just Right,Unaware
444,270cb830,2,148,G,55-64,Male,21+ seasons,2,1,7,Just Right,Unaware
445,0801eddb,2,334,P,65+,Male,21+ seasons,6,8,10,Just Right,Unaware
446,d642f35c,2,314,E,45-54,Male,2-5 season,9,7,9,Just Right,Aware and have NOT used/received
447,0380bd55,2,230,KK,65+,Male,21+ seasons,7,8,8,Just Right,Aware and have NOT used/received
448,eac5e96d,2,172,V,45-54,Male,2-5 season,8,7,9,Just Right,Aware and have used/received
449,39bdb037,2,420,K,25-34,Male,2-5 season,10,10,2,Just Right,Aware and have used/received
450,358d5f9e,2,487,T,45-54,Female,11-15 season,4,7,10,Too Many,Aware and have NOT used/received
451,49b457dc,2,197,V,65+,Male,21+ seasons,8,6,8,Just Right,Aware and have NOT used/received
452,8cc6557b,2,299,U,45-54,Male,1 season,9,7,8,Just Right,Unaware
453,fb5ccd3f,2,384,II,35-44,Male,21+ seasons,8,7,7,Too Few,Unaware
454,2c56acf6,2,238,P,45-54,Male,2-5 season,9,9,9,Just Right,Unaware
455,3c960268,2,345,JJ,45-54,Female,2-5 season,9,7,5,Too Few,Aware and have NOT used/received
456,e3b39cfa,2,286,G,65+,Male,21+ seasons,8,1,6,Too Few,Unaware
457,3161f114,2,65,Y,25-34,Male,6-10 season,9,5,2,Just Right,Unaware
458,13f344dd,2,307,W,65+,Female,21+ seasons,8,5,8,Just Right,Unaware
459,5768a03b,2,116,U,45-54,Male,6-10 season,5,4,5,Too Many,Unaware
460,00c913f8,2,345,C,55-64,Male,2-5 season,8,2,7,Just Right,Unaware
461,f1510b52,2,470,N,65+,Female,6-10 season,7,7,7,Too Many,Aware and have used/received
462,99e76b58,2,484,H,45-54,Male,6-10 season,8,5,7,Too Many,Aware and have NOT used/received
463,59c613bc,2,482,R,45-54,Female,1 season,7,2,4,Too Many,Unaware
464,540fb1c0,2,214,NN,35-44,Female,6-10 season,7,8,9,Too Few,Unaware
465,0c67bfab,2,147,BB,65+,Female,11-15 season,10,1,2,Just Right,Unaware
466,aa25fb56,2,330,K,45-54,Male,1 season,7,7,8,Just Right,Unaware
467,ad8e1770,2,344,LL,65+,Female,6-10 season,8,6,8,Too Many,Aware and have NOT used/received
468,17993b23,2,64,Z,45-54,Female,21+ seasons,5,7,1,Too Few,Unaware
469,e2dde1a7,2,410,L,45-54,Prefer not to answer,21+ seasons,8,1,6,Just Right,Unaware
470,702e480a,2,475,AA,35-44,Female,2-5 season,10,8,10,Too Few,Unaware
471,4f48cc51,2,1,I,65+,Male,21+ seasons,6,2,2,Too Many,Unaware
472,e5ae25b4,2,206,J,45-54,Female,6-10 season,8,6,10,Just Right,Aware and have NOT used/received
473,abaa4058,2,327,L,22-24,Female,1 season,8,6,6,Too Few,Aware and have NOT used/received
474,aa765f92,2,312,J,45-54,Male,1 season,10,5,10,Just Right,Aware and have NOT used/received
475,abdd3ea8,2,126,H,35-44,Male,6-10 season,9,10,7,Too Few,Aware and have used/received
476,39bfd590,2,165,S,55-64,Male,11-20 season,2,6,4,Too Few,Unaware
477,ca4ed518,2,91,U,35-44,Female,16-20 season,8,6,8,Too Many,Unaware
478,788d1d46,2,284,AA,35-44,Male,11-15 season,8,1,10,Too Many,Unaware
479,c01240c1,2,298,U,65+,Male,11-20 season,8,5,5,Just Right,Aware and have NOT used/received
480,4.38E+13,2,261,KK,35-44,Male,21+ seasons,2,5,7,Just Right,Unaware
481,dff5a98d,2,280,V,45-54,Female,11-15 season,6,7,8,Too Few,Unaware
482,7998c6cb,2,454,GG,65+,Male,21+ seasons,7,6,9,Just Right,Unaware
483,eb6ac0ad,2,216,C,25-34,Female,6-10 season,8,8,7,Too Many,Unaware
484,4963280f,2,173,GG,65+,Male,11-15 season,9,8,2,Too Many,Aware and have NOT used/received
485,f3d0b7b7,2,322,T,55-64,Male,2-5 season,9,9,5,Too Few,Aware and have used/received
486,a69c55b7,2,52,I,55-64,Female,2-5 season,8,5,4,Just Right,Unaware
487,asjbf9190,2,13,A,55-64,Male,1 season,1,8,2,Too Many,Unaware
488,9ca36c53,2,348,BB,35-44,Female,11-15 season,10,4,4,Just Right,Unaware
489,c7bad441,2,496,B,55-64,Male,6-10 season,5,3,10,Just Right,Aware and have NOT used/received
490,7754db6d,2,421,Z,45-54,Female,16-20 season,4,6,6,Too Few,Unaware
491,298aa541,2,180,Q,55-64,Female,16-20 season,10,6,4,Just Right,Unaware
492,efcbe3d3,2,153,BB,45-54,Female,6-10 season,5,7,1,Just Right,Aware and have used/received
493,6cee020f,2,388,HH,45-54,Male,6-10 season,10,6,8,Too Many,Aware and have NOT used/received
494,7f48b339,2,502,MM,45-54,Male,6-10 season,8,7,9,Too Many,Unaware
495,a88fc848,2,534,H,45-54,Female,1 season,10,7,10,Too Many,Aware and have NOT used/received
496,7ee7b66a,2,240,K,45-54,Male,2-5 season,7,3,7,Just Right,Aware and have NOT used/received
497,960fcf38,2,486,CC,55-64,Male,2-5 season,8,8,7,Just Right,Aware and have NOT used/received
498,70ee9e9f,2,189,G,45-54,Female,11-15 season,10,1,10,Too Many,Unaware
499,37f197a2,2,462,W,45-54,Male,2-5 season,9,1,10,Just Right,Aware and have NOT used/received
500,03ce126e,2,428,OO,45-54,Female,1 season,10,5,4,Too Few,Unaware
501,a4b446ca,2,346,BB,45-54,Female,6-10 season,1,2,5,Too Few,Unaware
502,637820f0,2,300,C,55-64,Female,21+ seasons,6,4,5,Just Right,Unaware
503,e9aa150e,2,481,Q,45-54,Male,2-5 season,6,4,8,Just Right,Aware and have NOT used/received
504,7463b45e,2,436,II,55-64,Male,11-20 season,8,3,9,Just Right,Aware and have NOT used/received
505,3586e4ac,2,8,F,25-34,Female,2-5 season,8,2,2,Too Many,Unaware
506,6ac7604c,2,272,LL,35-44,Male,1 season,9,6,9,Just Right,Unaware
507,f9940b8c,2,523,T,45-54,Male,1 season,9,7,9,Just Right,Unaware
508,ea5f6b58,2,417,R,65+,Male,1 season,5,2,4,Just Right,Unaware
509,b62083e5,2,521,X,45-54,Male,21+ seasons,4,5,4,Just Right,Aware and have NOT used/received
510,a06cdee3,2,49,E,25-34,Female,2-5 season,10,8,10,Just Right,Aware and have used/received
511,2dd7bd96,2,323,R,45-54,Male,2-5 season,8,5,3,Too Few,Aware and have NOT used/received
512,588c65a3,2,509,G,65+,Male,11-20 season,9,2,9,Just Right,Unaware
513,f30e79df,2,5,C,65+,Female,21+ seasons,10,6,5,Too Few,Aware and have used/received
514,f5fdf703,2,338,D,35-44,Female,2-5 season,9,9,8,Too Few,Unaware
515,9d5f3c88,2,239,Q,65+,Female,21+ seasons,10,7,10,Just Right,Aware and have used/received
516,8652d7fb,2,483,OO,45-54,Male,1 season,8,6,8,Just Right,Unaware
517,6c4e39c4,2,22,L,55-64,Male,21+ seasons,9,8,8,Just Right,Unaware
518,934cea6e,2,500,NN,65+,Male,21+ seasons,7,5,3,Too Few,Aware and have NOT used/received
519,8f3f05cb,2,512,Y,55-64,Male,21+ seasons,5,3,8,Just Right,Aware and have NOT used/received
520,5304ec17,2,152,R,65+,Female,1 season,10,8,10,Just Right,Unaware
521,25c5e25b,2,199,D,45-54,Female,2-5 season,5,10,3,Too Few,Aware and have NOT used/received
522,d889d3e0,2,111,U,45-54,Female,6-10 season,8,3,5,Just Right,Aware and have NOT used/received
523,8ffae9cf,2,349,S,55-64,Male,11-20 season,8,6,8,Just Right,Aware and have used/received
524,06a8fca1,2,277,Q,25-34,Female,16-20 season,10,1,1,Too Many,Aware and have NOT used/received
525,sn0in018,2,185,AA,65+,Male,21+ seasons,3,1,3,Too Many,Unaware
526,cf4c5f7e,2,105,F,55-64,Female,16-20 season,5,3,7,Too Many,Unaware
527,422592a1,2,404,T,65+,Male,21+ seasons,7,3,7,Just Right,Unaware
528,276b4394,2,110,E,55-64,Male,21+ seasons,2,8,9,Too Many,Unaware
529,65101034,2,360,FF,35-44,Male,1 season,10,5,8,Just Right,Unaware
530,6b32a61a,2,474,H,35-44,Male,1 season,8,6,8,Just Right,Unaware
531,dcfa8129,2,121,B,55-64,Male,11-20 season,9,6,8,Just Right,Unaware
532,e1e70184,2,165,D,35-44,Male,2-5 season,6,3,5,Just Right,Aware and have NOT used/received
533,28034c7f,2,436,U,65+,Male,21+ seasons,5,3,10,Just Right,Unaware
534,a8ce5d4b,2,181,BB,55-64,Male,1 season,6,5,6,Just Right,Unaware
535,e525f7be,2,14,J,55-64,Female,6-10 season,6,10,4,Too Many,Unaware
536,94c52b6d,2,319,OO,35-44,Female,2-5 season,10,2,9,Too Few,Aware and have NOT used/received
537,0b20a9f3,2,169,CC,45-54,Male,1 season,7,6,9,Just Right,Aware and have NOT used/received
538,9635245f,2,380,J,65+,Female,21+ seasons,5,6,7,Just Right,Aware and have NOT used/received
539,62c39366,2,394,M,65+,Female,21+ seasons,7,6,7,Just Right,Unaware
540,1ab011af,2,269,JJ,55-64,Male,21+ seasons,9,1,7,Just Right,Aware and have used/received
541,3fe05cb9,2,243,EE,65+,Female,11-20 season,5,3,8,Just Right,Unaware
542,b5718d89,2,94,R,35-44,Male,2-5 season,5,4,9,Too Many,Aware and have NOT used/received
543,11bc96d4,2,266,P,35-44,Male,1 season,10,7,8,Just Right,Unaware
544,988f2c28,2,369,M,25-34,Male,2-5 season,6,10,5,Too Many,Aware and have NOT used/received
545,62c31238,2,109,K,55-64,Male,16-20 season,6,7,8,Too Many,Unaware
546,ed7bc3ac,2,367,MM,55-64,Male,21+ seasons,6,6,7,Just Right,Unaware
547,5b283c96,2,211,X,35-44,Male,21+ seasons,8,7,8,Just Right,Unaware
548,5b4824b7,2,8,T,55-64,Female,16-20 season,9,5,4,Just Right,Unaware
549,23e23952,2,331,L,45-54,Male,2-5 season,8,5,6,Too Many,Aware and have NOT used/received
550,1d2eb566,2,177,KK,45-54,Female,11-15 season,8,2,1,Too Few,Aware and have NOT used/received
551,b903a3d8,2,67,A,35-44,Male,11-15 season,7,5,9,Just Right,Aware and have NOT used/received
552,a8b3f053,2,225,AA,55-64,Female,6-10 season,10,5,4,Just Right,Aware and have used/received
553,fb8c60b5,2,260,Z,35-44,Male,1 season,8,6,7,Too Few,Unaware
554,f28dbf06,2,117,CC,45-54,Male,21+ seasons,7,5,8,Just Right,Unaware
555,a9d25c52,2,14,N,55-64,Male,2-5 season,9,7,8,Just Right,Aware and have used/received
556,ea216cb8,2,118,F,45-54,Male,6-10 season,9,9,7,Too Few,Unaware
557,e1e977c3,2,244,U,55-64,Male,2-5 season,10,1,7,Too Few,Unaware
558,4634585e,2,195,Z,65+,Female,11-15 season,5,4,4,Too Few,Aware and have used/received
559,31aaddb3,2,36,W,35-44,Male,2-5 season,7,6,1,Too Few,Aware and have NOT used/received
560,355fda1b,2,193,W,65+,Male,21+ seasons,8,7,9,Just Right,Unaware
561,863e918b,2,243,HH,45-54,Male,21+ seasons,9,6,8,Just Right,Unaware
562,813bcdd5,2,292,FF,65+,Male,21+ seasons,9,3,5,Too Few,Unaware
563,5588e44f,2,121,S,55-64,Male,21+ seasons,2,1,7,Too Many,Unaware
564,5220a680,2,88,X,55-64,Male,11-15 season,9,8,3,Too Many,Unaware
565,665d8c8a,2,383,F,45-54,Male,21+ seasons,1,6,8,Just Right,Aware and have NOT used/received
566,bb8ebb9f,2,152,DD,55-64,Female,21+ seasons,10,7,10,Just Right,Unaware
567,6617111e,2,242,OO,35-44,Male,6-10 season,9,10,3,Too Few,Unaware
568,56c7998d,2,455,R,65+,Male,21+ seasons,8,5,7,Just Right,Unaware
569,5816bfcd,2,378,L,55-64,Male,6-10 season,6,7,6,Too Many,Aware and have NOT used/received
570,6.33E+07,2,22,W,55-64,Female,2-5 season,7,2,1,Too Many,Aware and have used/received
571,f44a8af0,2,327,Q,55-64,Male,6-10 season,7,8,7,Too Few,Aware and have NOT used/received
572,9d2dab86,2,318,U,45-54,Female,11-15 season,7,6,6,Just Right,Aware and have NOT used/received
573,3aab7a16,2,100,D,55-64,Male,2-5 season,8,1,10,Just Right,Unaware
574,62920914,2,401,DD,55-64,Female,21+ seasons,9,7,1,Just Right,Aware and have used/received
575,2df163d7,2,183,D,35-44,Female,11-15 season,5,4,7,Too Many,Aware and have NOT used/received
576,aa00bef7,2,142,BB,65+,Male,11-20 season,8,1,8,Just Right,Unaware
577,8b18cd6a,2,381,H,65+,Male,21+ seasons,4,5,8,Just Right,Aware and have used/received
578,672b3b49,2,224,S,65+,Female,2-5 season,6,4,4,Too Many,Unaware
579,75fb70a9,2,177,Q,45-54,Male,6-10 season,6,1,6,Just Right,Unaware
580,dff2484d,2,157,S,45-54,Female,2-5 season,7,6,4,Too Many,Unaware
581,b9668c7d,2,141,K,55-64,Male,2-5 season,9,5,1,Just Right,Unaware
582,0c50d38c,2,144,B,45-54,Male,16-20 season,10,5,3,Just Right,Unaware
583,025d73c4,2,24,W,45-54,Male,2-5 season,10,8,6,Just Right,Unaware
584,787c21b0,2,110,MM,35-44,Female,2-5 season,10,8,10,Just Right,Unaware
585,d3a5ebcf,2,507,C,65+,Male,2-5 season,9,6,2,Just Right,Unaware
586,865c4e3c,2,335,JJ,45-54,Male,2-5 season,10,7,9,Just Right,Unaware
587,c4c77fee,2,505,U,25-34,Female,2-5 season,9,9,2,Too Many,Unaware
588,a5c2bddd,2,70,G,65+,Female,21+ seasons,6,4,9,Just Right,Unaware
589,asd5165s,2,212,M,65+,Male,16-20 season,1,1,1,Too Many,Aware and have used/received
590,ad9075c7,2,103,AA,25-34,Female,2-5 season,7,9,9,Too Many,Aware and have used/received
591,394766fa,2,503,II,65+,Female,11-20 season,7,5,5,Too Few,Unaware
592,cb3a8acc,2,371,N,25-34,Female,6-10 season,5,1,5,Just Right,Aware and have NOT used/received
